sector;tipo_jornada;unidad;periodo;valor
Hostelería;Jornada a tiempo parcial;Porcentaje;2013T4;28.1
Hostelería;Jornada a tiempo parcial;Porcentaje;2013T3;24.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2013T2;26.5
Hostelería;Jornada a tiempo parcial;Porcentaje;2013T1;27.5
Hostelería;Jornada a tiempo parcial;Porcentaje;2012T4;26.1
Hostelería;Jornada a tiempo parcial;Porcentaje;2012T3;22.2
Hostelería;Jornada a tiempo parcial;Porcentaje;2012T2;25.5
Hostelería;Jornada a tiempo parcial;Porcentaje;2012T1;23.9
Hostelería;Jornada a tiempo parcial;Porcentaje;2011T4;22.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2011T3;20.9
Hostelería;Jornada a tiempo parcial;Porcentaje;2011T2;22.2
Hostelería;Jornada a tiempo parcial;Porcentaje;2011T1;24.0
Hostelería;Jornada a tiempo parcial;Porcentaje;2010T4;21.5
Hostelería;Jornada a tiempo parcial;Porcentaje;2010T3;19.0
Hostelería;Jornada a tiempo parcial;Porcentaje;2010T2;21.0
Hostelería;Jornada a tiempo parcial;Porcentaje;2010T1;20.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2009T4;21.0
Hostelería;Jornada a tiempo parcial;Porcentaje;2009T3;17.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2009T2;19.2
Hostelería;Jornada a tiempo parcial;Porcentaje;2009T1;19.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2008T4;18.6
Hostelería;Jornada a tiempo parcial;Porcentaje;2008T3;16.0
Hostelería;Jornada a tiempo parcial;Porcentaje;2008T2;17.7
Hostelería;Jornada a tiempo parcial;Porcentaje;2008T1;18.1
Información y comunicaciones;Total;Valor absoluto;2026T2;814.1
Información y comunicaciones;Total;Valor absoluto;2026T1;782.4
Información y comunicaciones;Total;Valor absoluto;2025T4;833.9
Información y comunicaciones;Total;Valor absoluto;2025T3;823.4
Información y comunicaciones;Total;Valor absoluto;2025T2;862.5
Información y comunicaciones;Total;Valor absoluto;2025T1;840.7
Información y comunicaciones;Total;Valor absoluto;2024T4;844.3
Información y comunicaciones;Total;Valor absoluto;2024T3;843.3
Información y comunicaciones;Total;Valor absoluto;2024T2;823.2
Información y comunicaciones;Total;Valor absoluto;2024T1;815.9
Información y comunicaciones;Total;Valor absoluto;2023T4;772.2
Información y comunicaciones;Total;Valor absoluto;2023T3;758.1
Información y comunicaciones;Total;Valor absoluto;2023T2;763.0
Información y comunicaciones;Total;Valor absoluto;2023T1;720.5
Información y comunicaciones;Total;Valor absoluto;2022T4;716.1
Información y comunicaciones;Total;Valor absoluto;2022T3;762.1
Información y comunicaciones;Total;Valor absoluto;2022T2;737.4
Información y comunicaciones;Total;Valor absoluto;2022T1;734.2
Información y comunicaciones;Total;Valor absoluto;2021T4;705.8
Información y comunicaciones;Total;Valor absoluto;2021T3;683.1
Información y comunicaciones;Total;Valor absoluto;2021T2;654.8
Información y comunicaciones;Total;Valor absoluto;2021T1;622.5
Información y comunicaciones;Total;Valor absoluto;2020T4;602.2
Información y comunicaciones;Total;Valor absoluto;2020T3;615.3
Información y comunicaciones;Total;Valor absoluto;2020T2;623.2
Información y comunicaciones;Total;Valor absoluto;2020T1;611.4
Información y comunicaciones;Total;Valor absoluto;2019T4;606.2
Información y comunicaciones;Total;Valor absoluto;2019T3;604.3
Información y comunicaciones;Total;Valor absoluto;2019T2;616.1
Información y comunicaciones;Total;Valor absoluto;2019T1;583.9
Información y comunicaciones;Total;Valor absoluto;2018T4;591.9
Información y comunicaciones;Total;Valor absoluto;2018T3;589.0
Información y comunicaciones;Total;Valor absoluto;2018T2;571.4
Información y comunicaciones;Total;Valor absoluto;2018T1;587.2
Información y comunicaciones;Total;Valor absoluto;2017T4;607.4
Información y comunicaciones;Total;Valor absoluto;2017T3;598.6
Información y comunicaciones;Total;Valor absoluto;2017T2;577.9
Información y comunicaciones;Total;Valor absoluto;2017T1;555.4
Información y comunicaciones;Total;Valor absoluto;2016T4;560.9
Información y comunicaciones;Total;Valor absoluto;2016T3;532.4
Información y comunicaciones;Total;Valor absoluto;2016T2;531.6
Información y comunicaciones;Total;Valor absoluto;2016T1;557.5
Información y comunicaciones;Total;Valor absoluto;2015T4;545.8
Información y comunicaciones;Total;Valor absoluto;2015T3;554.6
Información y comunicaciones;Total;Valor absoluto;2015T2;510.3
Información y comunicaciones;Total;Valor absoluto;2015T1;510.2
Información y comunicaciones;Total;Valor absoluto;2014T4;537.0
Información y comunicaciones;Total;Valor absoluto;2014T3;521.8
Información y comunicaciones;Total;Valor absoluto;2014T2;501.4
Información y comunicaciones;Total;Valor absoluto;2014T1;502.3
Información y comunicaciones;Total;Valor absoluto;2013T4;528.6
Información y comunicaciones;Total;Valor absoluto;2013T3;523.3
Información y comunicaciones;Total;Valor absoluto;2013T2;515.3
Información y comunicaciones;Total;Valor absoluto;2013T1;524.2
Información y comunicaciones;Total;Valor absoluto;2012T4;525.6
Información y comunicaciones;Total;Valor absoluto;2012T3;526.0
Información y comunicaciones;Total;Valor absoluto;2012T2;547.4
Información y comunicaciones;Total;Valor absoluto;2012T1;539.5
Información y comunicaciones;Total;Valor absoluto;2011T4;538.6
Información y comunicaciones;Total;Valor absoluto;2011T3;531.6
Información y comunicaciones;Total;Valor absoluto;2011T2;539.9
Información y comunicaciones;Total;Valor absoluto;2011T1;523.0
Información y comunicaciones;Total;Valor absoluto;2010T4;528.3
Información y comunicaciones;Total;Valor absoluto;2010T3;547.5
Información y comunicaciones;Total;Valor absoluto;2010T2;516.7
Información y comunicaciones;Total;Valor absoluto;2010T1;518.3
Información y comunicaciones;Total;Valor absoluto;2009T4;519.5
Información y comunicaciones;Total;Valor absoluto;2009T3;522.1
Información y comunicaciones;Total;Valor absoluto;2009T2;535.2
Información y comunicaciones;Total;Valor absoluto;2009T1;556.4
Información y comunicaciones;Total;Valor absoluto;2008T4;576.8
Información y comunicaciones;Total;Valor absoluto;2008T3;599.0
Información y comunicaciones;Total;Valor absoluto;2008T2;581.5
Información y comunicaciones;Total;Valor absoluto;2008T1;543.4
Información y comunicaciones;Total;Porcentaje;2026T2;100.0
Información y comunicaciones;Total;Porcentaje;2026T1;100.0
Información y comunicaciones;Total;Porcentaje;2025T4;100.0
Información y comunicaciones;Total;Porcentaje;2025T3;100.0
Información y comunicaciones;Total;Porcentaje;2025T2;100.0
Información y comunicaciones;Total;Porcentaje;2025T1;100.0
Información y comunicaciones;Total;Porcentaje;2024T4;100.0
Información y comunicaciones;Total;Porcentaje;2024T3;100.0
Información y comunicaciones;Total;Porcentaje;2024T2;100.0
Información y comunicaciones;Total;Porcentaje;2024T1;100.0
Información y comunicaciones;Total;Porcentaje;2023T4;100.0
Información y comunicaciones;Total;Porcentaje;2023T3;100.0
Información y comunicaciones;Total;Porcentaje;2023T2;100.0
Información y comunicaciones;Total;Porcentaje;2023T1;100.0
Información y comunicaciones;Total;Porcentaje;2022T4;100.0
Información y comunicaciones;Total;Porcentaje;2022T3;100.0
Información y comunicaciones;Total;Porcentaje;2022T2;100.0
Información y comunicaciones;Total;Porcentaje;2022T1;100.0
Información y comunicaciones;Total;Porcentaje;2021T4;100.0
Información y comunicaciones;Total;Porcentaje;2021T3;100.0
Información y comunicaciones;Total;Porcentaje;2021T2;100.0
Información y comunicaciones;Total;Porcentaje;2021T1;100.0
Información y comunicaciones;Total;Porcentaje;2020T4;100.0
Información y comunicaciones;Total;Porcentaje;2020T3;100.0
Información y comunicaciones;Total;Porcentaje;2020T2;100.0
Información y comunicaciones;Total;Porcentaje;2020T1;100.0
Información y comunicaciones;Total;Porcentaje;2019T4;100.0
Información y comunicaciones;Total;Porcentaje;2019T3;100.0
Información y comunicaciones;Total;Porcentaje;2019T2;100.0
Información y comunicaciones;Total;Porcentaje;2019T1;100.0
Información y comunicaciones;Total;Porcentaje;2018T4;100.0
Información y comunicaciones;Total;Porcentaje;2018T3;100.0
Información y comunicaciones;Total;Porcentaje;2018T2;100.0
Información y comunicaciones;Total;Porcentaje;2018T1;100.0
Información y comunicaciones;Total;Porcentaje;2017T4;100.0
Información y comunicaciones;Total;Porcentaje;2017T3;100.0
Información y comunicaciones;Total;Porcentaje;2017T2;100.0
Información y comunicaciones;Total;Porcentaje;2017T1;100.0
Información y comunicaciones;Total;Porcentaje;2016T4;100.0
Información y comunicaciones;Total;Porcentaje;2016T3;100.0
Información y comunicaciones;Total;Porcentaje;2016T2;100.0
Información y comunicaciones;Total;Porcentaje;2016T1;100.0
Información y comunicaciones;Total;Porcentaje;2015T4;100.0
Información y comunicaciones;Total;Porcentaje;2015T3;100.0
Información y comunicaciones;Total;Porcentaje;2015T2;100.0
Información y comunicaciones;Total;Porcentaje;2015T1;100.0
Información y comunicaciones;Total;Porcentaje;2014T4;100.0
Información y comunicaciones;Total;Porcentaje;2014T3;100.0
Información y comunicaciones;Total;Porcentaje;2014T2;100.0
Información y comunicaciones;Total;Porcentaje;2014T1;100.0
Información y comunicaciones;Total;Porcentaje;2013T4;100.0
Información y comunicaciones;Total;Porcentaje;2013T3;100.0
Información y comunicaciones;Total;Porcentaje;2013T2;100.0
Información y comunicaciones;Total;Porcentaje;2013T1;100.0
Información y comunicaciones;Total;Porcentaje;2012T4;100.0
Información y comunicaciones;Total;Porcentaje;2012T3;100.0
Información y comunicaciones;Total;Porcentaje;2012T2;100.0
Información y comunicaciones;Total;Porcentaje;2012T1;100.0
Información y comunicaciones;Total;Porcentaje;2011T4;100.0
Información y comunicaciones;Total;Porcentaje;2011T3;100.0
Información y comunicaciones;Total;Porcentaje;2011T2;100.0
Información y comunicaciones;Total;Porcentaje;2011T1;100.0
Información y comunicaciones;Total;Porcentaje;2010T4;100.0
Información y comunicaciones;Total;Porcentaje;2010T3;100.0
Información y comunicaciones;Total;Porcentaje;2010T2;100.0
Información y comunicaciones;Total;Porcentaje;2010T1;100.0
Información y comunicaciones;Total;Porcentaje;2009T4;100.0
Información y comunicaciones;Total;Porcentaje;2009T3;100.0
Información y comunicaciones;Total;Porcentaje;2009T2;100.0
Información y comunicaciones;Total;Porcentaje;2009T1;100.0
Información y comunicaciones;Total;Porcentaje;2008T4;100.0
Información y comunicaciones;Total;Porcentaje;2008T3;100.0
Información y comunicaciones;Total;Porcentaje;2008T2;100.0
Información y comunicaciones;Total;Porcentaje;2008T1;100.0
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2026T2;770.6
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2026T1;736.7
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2025T4;784.1
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2025T3;776.8
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2025T2;822.5
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2025T1;797.9
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2024T4;804.3
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2024T3;800.6
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2024T2;774.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2024T1;768.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2023T4;726.0
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2023T3;712.9
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2023T2;718.3
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2023T1;674.8
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2022T4;667.6
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2022T3;711.1
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2022T2;687.2
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2022T1;688.9
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2021T4;657.7
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2021T3;640.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2021T2;614.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2021T1;580.9
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2020T4;568.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2020T3;571.6
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2020T2;581.5
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2020T1;571.5
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2019T4;573.1
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2019T3;563.1
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2019T2;567.3
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2019T1;543.2
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2018T4;548.6
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2018T3;544.7
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2018T2;528.0
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2018T1;538.8
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2017T4;560.8
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2017T3;558.5
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2017T2;531.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2017T1;510.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2016T4;522.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2016T3;493.3
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2016T2;494.2
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2016T1;515.2
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2015T4;507.0
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2015T3;514.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2015T2;477.3
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2015T1;472.5
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2014T4;500.0
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2014T3;477.8
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2014T2;455.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2014T1;462.2
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2013T4;484.7
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2013T3;475.7
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2013T2;466.6
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2013T1;480.6
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2012T4;487.6
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2012T3;481.8
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2012T2;501.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2012T1;496.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2011T4;498.1
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2011T3;491.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2011T2;492.6
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2011T1;480.3
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2010T4;485.2
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2010T3;508.0
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2010T2;477.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2010T1;478.3
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2009T4;478.2
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2009T3;477.1
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2009T2;489.4
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2009T1;515.9
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2008T4;528.8
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2008T3;553.7
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2008T2;533.9
Información y comunicaciones;Jornada a tiempo completo;Valor absoluto;2008T1;498.8
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2026T2;94.7
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2026T1;94.2
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2025T4;94.0
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2025T3;94.3
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2025T2;95.4
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2025T1;94.9
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2024T4;95.3
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2024T3;94.9
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2024T2;94.1
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2024T1;94.2
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2023T4;94.0
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2023T3;94.0
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2023T2;94.1
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2023T1;93.7
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2022T4;93.2
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2022T3;93.3
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2022T2;93.2
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2022T1;93.8
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2021T4;93.2
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2021T3;93.7
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2021T2;93.8
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2021T1;93.3
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2020T4;94.4
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2020T3;92.9
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2020T2;93.3
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2020T1;93.5
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2019T4;94.5
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2019T3;93.2
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2019T2;92.1
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2019T1;93.0
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2018T4;92.7
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2018T3;92.5
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2018T2;92.4
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2018T1;91.8
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2017T4;92.3
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2017T3;93.3
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2017T2;92.0
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2017T1;91.9
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2016T4;93.1
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2016T3;92.6
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2016T2;93.0
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2016T1;92.4
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2015T4;92.9
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2015T3;92.7
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2015T2;93.5
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2015T1;92.6
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2014T4;93.1
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2014T3;91.6
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2014T2;90.8
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2014T1;92.0
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2013T4;91.7
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2013T3;90.9
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2013T2;90.6
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2013T1;91.7
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2012T4;92.8
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2012T3;91.6
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2012T2;91.6
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2012T1;92.0
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2011T4;92.5
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2011T3;92.4
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2011T2;91.2
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2011T1;91.8
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2010T4;91.9
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2010T3;92.8
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2010T2;92.4
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2010T1;92.3
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2009T4;92.0
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2009T3;91.4
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2009T2;91.4
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2009T1;92.7
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2008T4;91.7
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2008T3;92.4
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2008T2;91.8
Información y comunicaciones;Jornada a tiempo completo;Porcentaje;2008T1;91.8
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2026T2;43.4
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2026T1;45.7
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2025T4;49.9
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2025T3;46.6
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2025T2;40.0
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2025T1;42.8
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2024T4;40.0
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2024T3;42.7
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2024T2;48.8
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2024T1;47.5
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2023T4;46.3
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2023T3;45.2
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2023T2;44.7
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2023T1;45.6
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2022T4;48.5
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2022T3;51.0
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2022T2;50.2
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2022T1;45.3
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2021T4;48.1
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2021T3;42.7
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2021T2;40.4
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2021T1;41.6
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2020T4;33.8
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2020T3;43.8
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2020T2;41.7
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2020T1;40.0
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2019T4;33.1
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2019T3;41.2
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2019T2;48.8
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2019T1;40.7
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2018T4;43.3
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2018T3;44.3
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2018T2;43.4
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2018T1;48.4
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2017T4;46.5
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2017T3;40.1
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2017T2;46.5
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2017T1;45.1
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2016T4;38.5
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2016T3;39.2
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2016T2;37.4
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2016T1;42.2
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2015T4;38.8
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2015T3;40.2
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2015T2;33.0
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2015T1;37.8
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2014T4;37.0
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2014T3;43.9
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2014T2;45.9
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2014T1;40.1
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2013T4;43.8
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2013T3;47.6
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2013T2;48.7
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2013T1;43.6
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2012T4;38.0
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2012T3;44.2
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2012T2;46.1
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2012T1;43.1
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2011T4;40.5
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2011T3;40.2
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2011T2;47.3
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2011T1;42.7
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2010T4;43.0
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2010T3;39.5
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2010T2;39.3
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2010T1;40.1
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2009T4;41.4
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2009T3;45.0
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2009T2;45.8
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2009T1;40.5
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2008T4;48.0
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2008T3;45.2
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2008T2;47.6
Información y comunicaciones;Jornada a tiempo parcial;Valor absoluto;2008T1;44.6
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2026T2;5.3
Información y comunicaciones;Jornada a tiempo parcial;Porcentaje;2026T1;5.8
