Comunidades y Ciudades Autónomas;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
14 Murcia, Región de;Construcción;Otros costes por hora;2016T4;4,58
14 Murcia, Región de;Construcción;Otros costes por hora;2016T3;5,05
14 Murcia, Región de;Construcción;Otros costes por hora;2016T2;4,64
14 Murcia, Región de;Construcción;Otros costes por hora;2016T1;4,76
14 Murcia, Región de;Construcción;Otros costes por hora;2015T4;4,83
14 Murcia, Región de;Construcción;Otros costes por hora;2015T3;5,15
14 Murcia, Región de;Construcción;Otros costes por hora;2015T2;4,73
14 Murcia, Región de;Construcción;Otros costes por hora;2015T1;4,52
14 Murcia, Región de;Construcción;Otros costes por hora;2014T4;4,72
14 Murcia, Región de;Construcción;Otros costes por hora;2014T3;5,15
14 Murcia, Región de;Construcción;Otros costes por hora;2014T2;4,77
14 Murcia, Región de;Construcción;Otros costes por hora;2014T1;4,89
14 Murcia, Región de;Construcción;Otros costes por hora;2013T4;4,78
14 Murcia, Región de;Construcción;Otros costes por hora;2013T3;5,19
14 Murcia, Región de;Construcción;Otros costes por hora;2013T2;4,65
14 Murcia, Región de;Construcción;Otros costes por hora;2013T1;6,47
14 Murcia, Región de;Construcción;Otros costes por hora;2012T4;4,94
14 Murcia, Región de;Construcción;Otros costes por hora;2012T3;5,84
14 Murcia, Región de;Construcción;Otros costes por hora;2012T2;5,01
14 Murcia, Región de;Construcción;Otros costes por hora;2012T1;5,64
14 Murcia, Región de;Construcción;Otros costes por hora;2011T4;5,82
14 Murcia, Región de;Construcción;Otros costes por hora;2011T3;5,62
14 Murcia, Región de;Construcción;Otros costes por hora;2011T2;5,27
14 Murcia, Región de;Construcción;Otros costes por hora;2011T1;4,75
14 Murcia, Región de;Construcción;Otros costes por hora;2010T4;4,87
14 Murcia, Región de;Construcción;Otros costes por hora;2010T3;5,47
14 Murcia, Región de;Construcción;Otros costes por hora;2010T2;4,73
14 Murcia, Región de;Construcción;Otros costes por hora;2010T1;4,69
14 Murcia, Región de;Construcción;Otros costes por hora;2009T4;5,16
14 Murcia, Región de;Construcción;Otros costes por hora;2009T3;5,33
14 Murcia, Región de;Construcción;Otros costes por hora;2009T2;5,05
14 Murcia, Región de;Construcción;Otros costes por hora;2009T1;4,36
14 Murcia, Región de;Construcción;Otros costes por hora;2008T4;5,08
14 Murcia, Región de;Construcción;Otros costes por hora;2008T3;5,37
14 Murcia, Región de;Construcción;Otros costes por hora;2008T2;4,57
14 Murcia, Región de;Construcción;Otros costes por hora;2008T1;4,42
14 Murcia, Región de;Servicios;Coste laboral total por hora;2026T1;21,52
14 Murcia, Región de;Servicios;Coste laboral total por hora;2025T4;24,09
14 Murcia, Región de;Servicios;Coste laboral total por hora;2025T3;24,45
14 Murcia, Región de;Servicios;Coste laboral total por hora;2025T2;22,12
14 Murcia, Región de;Servicios;Coste laboral total por hora;2025T1;21,04
14 Murcia, Región de;Servicios;Coste laboral total por hora;2024T4;23,69
14 Murcia, Región de;Servicios;Coste laboral total por hora;2024T3;24,07
14 Murcia, Región de;Servicios;Coste laboral total por hora;2024T2;20,83
14 Murcia, Región de;Servicios;Coste laboral total por hora;2024T1;20,7
14 Murcia, Región de;Servicios;Coste laboral total por hora;2023T4;22,53
14 Murcia, Región de;Servicios;Coste laboral total por hora;2023T3;21,86
14 Murcia, Región de;Servicios;Coste laboral total por hora;2023T2;21,09
14 Murcia, Región de;Servicios;Coste laboral total por hora;2023T1;18,91
14 Murcia, Región de;Servicios;Coste laboral total por hora;2022T4;21,61
14 Murcia, Región de;Servicios;Coste laboral total por hora;2022T3;20,29
14 Murcia, Región de;Servicios;Coste laboral total por hora;2022T2;19,74
14 Murcia, Región de;Servicios;Coste laboral total por hora;2022T1;18,05
14 Murcia, Región de;Servicios;Coste laboral total por hora;2021T4;21,32
14 Murcia, Región de;Servicios;Coste laboral total por hora;2021T3;20,21
14 Murcia, Región de;Servicios;Coste laboral total por hora;2021T2;19,55
14 Murcia, Región de;Servicios;Coste laboral total por hora;2021T1;18,28
14 Murcia, Región de;Servicios;Coste laboral total por hora;2020T4;20,97
14 Murcia, Región de;Servicios;Coste laboral total por hora;2020T3;19,93
14 Murcia, Región de;Servicios;Coste laboral total por hora;2020T2;20,33
14 Murcia, Región de;Servicios;Coste laboral total por hora;2020T1;17,51
14 Murcia, Región de;Servicios;Coste laboral total por hora;2019T4;19,11
14 Murcia, Región de;Servicios;Coste laboral total por hora;2019T3;18,98
14 Murcia, Región de;Servicios;Coste laboral total por hora;2019T2;17,98
14 Murcia, Región de;Servicios;Coste laboral total por hora;2019T1;16,64
14 Murcia, Región de;Servicios;Coste laboral total por hora;2018T4;18,9
14 Murcia, Región de;Servicios;Coste laboral total por hora;2018T3;18,76
14 Murcia, Región de;Servicios;Coste laboral total por hora;2018T2;16,85
14 Murcia, Región de;Servicios;Coste laboral total por hora;2018T1;16,61
14 Murcia, Región de;Servicios;Coste laboral total por hora;2017T4;18,62
14 Murcia, Región de;Servicios;Coste laboral total por hora;2017T3;18,49
14 Murcia, Región de;Servicios;Coste laboral total por hora;2017T2;17,75
14 Murcia, Región de;Servicios;Coste laboral total por hora;2017T1;15,83
14 Murcia, Región de;Servicios;Coste laboral total por hora;2016T4;18,94
14 Murcia, Región de;Servicios;Coste laboral total por hora;2016T3;18,96
14 Murcia, Región de;Servicios;Coste laboral total por hora;2016T2;17,04
14 Murcia, Región de;Servicios;Coste laboral total por hora;2016T1;17,02
14 Murcia, Región de;Servicios;Coste laboral total por hora;2015T4;18,36
14 Murcia, Región de;Servicios;Coste laboral total por hora;2015T3;17,84
14 Murcia, Región de;Servicios;Coste laboral total por hora;2015T2;17,36
14 Murcia, Región de;Servicios;Coste laboral total por hora;2015T1;16,55
14 Murcia, Región de;Servicios;Coste laboral total por hora;2014T4;18,07
14 Murcia, Región de;Servicios;Coste laboral total por hora;2014T3;18,62
14 Murcia, Región de;Servicios;Coste laboral total por hora;2014T2;17,61
14 Murcia, Región de;Servicios;Coste laboral total por hora;2014T1;16,34
14 Murcia, Región de;Servicios;Coste laboral total por hora;2013T4;18,4
14 Murcia, Región de;Servicios;Coste laboral total por hora;2013T3;18,64
14 Murcia, Región de;Servicios;Coste laboral total por hora;2013T2;16,88
14 Murcia, Región de;Servicios;Coste laboral total por hora;2013T1;16,65
14 Murcia, Región de;Servicios;Coste laboral total por hora;2012T4;18,06
14 Murcia, Región de;Servicios;Coste laboral total por hora;2012T3;19,31
14 Murcia, Región de;Servicios;Coste laboral total por hora;2012T2;18,43
14 Murcia, Región de;Servicios;Coste laboral total por hora;2012T1;16,81
14 Murcia, Región de;Servicios;Coste laboral total por hora;2011T4;19,45
14 Murcia, Región de;Servicios;Coste laboral total por hora;2011T3;19,42
14 Murcia, Región de;Servicios;Coste laboral total por hora;2011T2;18,48
14 Murcia, Región de;Servicios;Coste laboral total por hora;2011T1;16,68
14 Murcia, Región de;Servicios;Coste laboral total por hora;2010T4;19,52
14 Murcia, Región de;Servicios;Coste laboral total por hora;2010T3;19,1
14 Murcia, Región de;Servicios;Coste laboral total por hora;2010T2;18,69
14 Murcia, Región de;Servicios;Coste laboral total por hora;2010T1;16,94
14 Murcia, Región de;Servicios;Coste laboral total por hora;2009T4;19,61
14 Murcia, Región de;Servicios;Coste laboral total por hora;2009T3;19,24
14 Murcia, Región de;Servicios;Coste laboral total por hora;2009T2;17,66
14 Murcia, Región de;Servicios;Coste laboral total por hora;2009T1;16,18
14 Murcia, Región de;Servicios;Coste laboral total por hora;2008T4;17,26
14 Murcia, Región de;Servicios;Coste laboral total por hora;2008T3;17,36
14 Murcia, Región de;Servicios;Coste laboral total por hora;2008T2;15,31
14 Murcia, Región de;Servicios;Coste laboral total por hora;2008T1;15,02
14 Murcia, Región de;Servicios;Coste salarial total por hora;2026T1;15,58
14 Murcia, Región de;Servicios;Coste salarial total por hora;2025T4;18,11
14 Murcia, Región de;Servicios;Coste salarial total por hora;2025T3;17,74
14 Murcia, Región de;Servicios;Coste salarial total por hora;2025T2;16,32
14 Murcia, Región de;Servicios;Coste salarial total por hora;2025T1;15,27
14 Murcia, Región de;Servicios;Coste salarial total por hora;2024T4;17,75
14 Murcia, Región de;Servicios;Coste salarial total por hora;2024T3;17,57
14 Murcia, Región de;Servicios;Coste salarial total por hora;2024T2;15,46
14 Murcia, Región de;Servicios;Coste salarial total por hora;2024T1;15,04
14 Murcia, Región de;Servicios;Coste salarial total por hora;2023T4;16,89
14 Murcia, Región de;Servicios;Coste salarial total por hora;2023T3;15,89
14 Murcia, Región de;Servicios;Coste salarial total por hora;2023T2;15,64
14 Murcia, Región de;Servicios;Coste salarial total por hora;2023T1;13,75
14 Murcia, Región de;Servicios;Coste salarial total por hora;2022T4;16,37
14 Murcia, Región de;Servicios;Coste salarial total por hora;2022T3;14,87
14 Murcia, Región de;Servicios;Coste salarial total por hora;2022T2;14,82
14 Murcia, Región de;Servicios;Coste salarial total por hora;2022T1;13,07
14 Murcia, Región de;Servicios;Coste salarial total por hora;2021T4;16,08
14 Murcia, Región de;Servicios;Coste salarial total por hora;2021T3;14,77
14 Murcia, Región de;Servicios;Coste salarial total por hora;2021T2;14,52
14 Murcia, Región de;Servicios;Coste salarial total por hora;2021T1;13,23
14 Murcia, Región de;Servicios;Coste salarial total por hora;2020T4;15,82
14 Murcia, Región de;Servicios;Coste salarial total por hora;2020T3;14,64
14 Murcia, Región de;Servicios;Coste salarial total por hora;2020T2;15,15
14 Murcia, Región de;Servicios;Coste salarial total por hora;2020T1;12,68
14 Murcia, Región de;Servicios;Coste salarial total por hora;2019T4;14,36
14 Murcia, Región de;Servicios;Coste salarial total por hora;2019T3;13,91
14 Murcia, Región de;Servicios;Coste salarial total por hora;2019T2;13,35
14 Murcia, Región de;Servicios;Coste salarial total por hora;2019T1;12,06
14 Murcia, Región de;Servicios;Coste salarial total por hora;2018T4;14,32
14 Murcia, Región de;Servicios;Coste salarial total por hora;2018T3;13,85
14 Murcia, Región de;Servicios;Coste salarial total por hora;2018T2;12,61
14 Murcia, Región de;Servicios;Coste salarial total por hora;2018T1;12,19
14 Murcia, Región de;Servicios;Coste salarial total por hora;2017T4;14,06
14 Murcia, Región de;Servicios;Coste salarial total por hora;2017T3;13,7
14 Murcia, Región de;Servicios;Coste salarial total por hora;2017T2;13,37
14 Murcia, Región de;Servicios;Coste salarial total por hora;2017T1;11,64
14 Murcia, Región de;Servicios;Coste salarial total por hora;2016T4;14,33
14 Murcia, Región de;Servicios;Coste salarial total por hora;2016T3;14,03
14 Murcia, Región de;Servicios;Coste salarial total por hora;2016T2;12,87
14 Murcia, Región de;Servicios;Coste salarial total por hora;2016T1;12,62
14 Murcia, Región de;Servicios;Coste salarial total por hora;2015T4;13,89
14 Murcia, Región de;Servicios;Coste salarial total por hora;2015T3;13,16
14 Murcia, Región de;Servicios;Coste salarial total por hora;2015T2;13,05
14 Murcia, Región de;Servicios;Coste salarial total por hora;2015T1;12,14
14 Murcia, Región de;Servicios;Coste salarial total por hora;2014T4;13,76
14 Murcia, Región de;Servicios;Coste salarial total por hora;2014T3;13,76
14 Murcia, Región de;Servicios;Coste salarial total por hora;2014T2;13,19
14 Murcia, Región de;Servicios;Coste salarial total por hora;2014T1;11,99
14 Murcia, Región de;Servicios;Coste salarial total por hora;2013T4;13,7
14 Murcia, Región de;Servicios;Coste salarial total por hora;2013T3;13,66
14 Murcia, Región de;Servicios;Coste salarial total por hora;2013T2;12,71
14 Murcia, Región de;Servicios;Coste salarial total por hora;2013T1;12,14
14 Murcia, Región de;Servicios;Coste salarial total por hora;2012T4;13,39
14 Murcia, Región de;Servicios;Coste salarial total por hora;2012T3;14,36
14 Murcia, Región de;Servicios;Coste salarial total por hora;2012T2;13,94
14 Murcia, Región de;Servicios;Coste salarial total por hora;2012T1;12,22
14 Murcia, Región de;Servicios;Coste salarial total por hora;2011T4;14,57
14 Murcia, Región de;Servicios;Coste salarial total por hora;2011T3;13,85
14 Murcia, Región de;Servicios;Coste salarial total por hora;2011T2;13,64
14 Murcia, Región de;Servicios;Coste salarial total por hora;2011T1;12,07
14 Murcia, Región de;Servicios;Coste salarial total por hora;2010T4;14,83
14 Murcia, Región de;Servicios;Coste salarial total por hora;2010T3;14,01
14 Murcia, Región de;Servicios;Coste salarial total por hora;2010T2;13,98
14 Murcia, Región de;Servicios;Coste salarial total por hora;2010T1;12,41
14 Murcia, Región de;Servicios;Coste salarial total por hora;2009T4;14,97
14 Murcia, Región de;Servicios;Coste salarial total por hora;2009T3;14,15
14 Murcia, Región de;Servicios;Coste salarial total por hora;2009T2;13,09
14 Murcia, Región de;Servicios;Coste salarial total por hora;2009T1;11,81
14 Murcia, Región de;Servicios;Coste salarial total por hora;2008T4;13,06
14 Murcia, Región de;Servicios;Coste salarial total por hora;2008T3;12,74
14 Murcia, Región de;Servicios;Coste salarial total por hora;2008T2;11,35
14 Murcia, Región de;Servicios;Coste salarial total por hora;2008T1;10,93
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2026T1;14,2
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2025T4;14,43
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2025T3;16,21
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2025T2;14,05
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2025T1;13,84
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2024T4;14,54
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2024T3;15,68
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2024T2;13,1
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2024T1;13,68
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2023T4;13,68
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2023T3;14,52
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2023T2;13,18
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2023T1;12,55
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2022T4;13
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2022T3;13,49
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2022T2;12,29
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2022T1;11,79
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2021T4;12,44
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2021T3;13,22
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2021T2;11,95
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2021T1;12,02
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2020T4;12,22
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2020T3;13,21
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2020T2;12,22
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2020T1;11,49
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2019T4;11,41
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2019T3;12,53
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2019T2;11,09
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2019T1;10,9
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2018T4;11,38
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2018T3;12,31
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2018T2;10,43
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2018T1;11,07
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2017T4;11,4
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2017T3;12,13
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2017T2;11,02
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2017T1;10,55
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2016T4;11,59
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2016T3;12,67
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2016T2;10,68
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2016T1;11,28
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2015T4;11,3
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2015T3;12,05
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2015T2;11
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2015T1;10,93
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2014T4;11,23
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2014T3;12,56
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2014T2;11,17
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2014T1;10,91
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2013T4;11,37
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2013T3;12,4
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2013T2;10,67
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2013T1;11,14
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2012T4;11,4
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2012T3;12,57
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2012T2;11,32
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2012T1;10,92
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2011T4;11,29
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2011T3;12,49
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2011T2;11
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2011T1;10,67
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2010T4;11,73
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2010T3;12,69
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2010T2;11,23
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2010T1;10,94
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2009T4;11,2
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2009T3;12,9
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2009T2;11
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2009T1;10,65
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2008T4;10,25
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2008T3;11,67
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2008T2;9,74
14 Murcia, Región de;Servicios;Coste salarial ordinario por hora;2008T1;9,83
14 Murcia, Región de;Servicios;Otros costes por hora;2026T1;5,94
14 Murcia, Región de;Servicios;Otros costes por hora;2025T4;5,98
14 Murcia, Región de;Servicios;Otros costes por hora;2025T3;6,71
14 Murcia, Región de;Servicios;Otros costes por hora;2025T2;5,8
14 Murcia, Región de;Servicios;Otros costes por hora;2025T1;5,77
14 Murcia, Región de;Servicios;Otros costes por hora;2024T4;5,94
14 Murcia, Región de;Servicios;Otros costes por hora;2024T3;6,5
14 Murcia, Región de;Servicios;Otros costes por hora;2024T2;5,37
14 Murcia, Región de;Servicios;Otros costes por hora;2024T1;5,66
14 Murcia, Región de;Servicios;Otros costes por hora;2023T4;5,64
14 Murcia, Región de;Servicios;Otros costes por hora;2023T3;5,97
14 Murcia, Región de;Servicios;Otros costes por hora;2023T2;5,45
14 Murcia, Región de;Servicios;Otros costes por hora;2023T1;5,16
14 Murcia, Región de;Servicios;Otros costes por hora;2022T4;5,24
14 Murcia, Región de;Servicios;Otros costes por hora;2022T3;5,42
14 Murcia, Región de;Servicios;Otros costes por hora;2022T2;4,92
14 Murcia, Región de;Servicios;Otros costes por hora;2022T1;4,98
14 Murcia, Región de;Servicios;Otros costes por hora;2021T4;5,24
14 Murcia, Región de;Servicios;Otros costes por hora;2021T3;5,44
14 Murcia, Región de;Servicios;Otros costes por hora;2021T2;5,03
14 Murcia, Región de;Servicios;Otros costes por hora;2021T1;5,05
14 Murcia, Región de;Servicios;Otros costes por hora;2020T4;5,15
14 Murcia, Región de;Servicios;Otros costes por hora;2020T3;5,29
14 Murcia, Región de;Servicios;Otros costes por hora;2020T2;5,18
14 Murcia, Región de;Servicios;Otros costes por hora;2020T1;4,83
14 Murcia, Región de;Servicios;Otros costes por hora;2019T4;4,75
14 Murcia, Región de;Servicios;Otros costes por hora;2019T3;5,07
14 Murcia, Región de;Servicios;Otros costes por hora;2019T2;4,63
14 Murcia, Región de;Servicios;Otros costes por hora;2019T1;4,58
14 Murcia, Región de;Servicios;Otros costes por hora;2018T4;4,58
14 Murcia, Región de;Servicios;Otros costes por hora;2018T3;4,91
14 Murcia, Región de;Servicios;Otros costes por hora;2018T2;4,24
14 Murcia, Región de;Servicios;Otros costes por hora;2018T1;4,42
14 Murcia, Región de;Servicios;Otros costes por hora;2017T4;4,56
14 Murcia, Región de;Servicios;Otros costes por hora;2017T3;4,79
14 Murcia, Región de;Servicios;Otros costes por hora;2017T2;4,38
14 Murcia, Región de;Servicios;Otros costes por hora;2017T1;4,19
14 Murcia, Región de;Servicios;Otros costes por hora;2016T4;4,61
14 Murcia, Región de;Servicios;Otros costes por hora;2016T3;4,93
14 Murcia, Región de;Servicios;Otros costes por hora;2016T2;4,17
14 Murcia, Región de;Servicios;Otros costes por hora;2016T1;4,4
14 Murcia, Región de;Servicios;Otros costes por hora;2015T4;4,47
14 Murcia, Región de;Servicios;Otros costes por hora;2015T3;4,68
14 Murcia, Región de;Servicios;Otros costes por hora;2015T2;4,31
14 Murcia, Región de;Servicios;Otros costes por hora;2015T1;4,41
14 Murcia, Región de;Servicios;Otros costes por hora;2014T4;4,31
14 Murcia, Región de;Servicios;Otros costes por hora;2014T3;4,86
14 Murcia, Región de;Servicios;Otros costes por hora;2014T2;4,42
14 Murcia, Región de;Servicios;Otros costes por hora;2014T1;4,35
14 Murcia, Región de;Servicios;Otros costes por hora;2013T4;4,7
14 Murcia, Región de;Servicios;Otros costes por hora;2013T3;4,98
14 Murcia, Región de;Servicios;Otros costes por hora;2013T2;4,17
14 Murcia, Región de;Servicios;Otros costes por hora;2013T1;4,51
14 Murcia, Región de;Servicios;Otros costes por hora;2012T4;4,67
14 Murcia, Región de;Servicios;Otros costes por hora;2012T3;4,95
14 Murcia, Región de;Servicios;Otros costes por hora;2012T2;4,49
14 Murcia, Región de;Servicios;Otros costes por hora;2012T1;4,59
14 Murcia, Región de;Servicios;Otros costes por hora;2011T4;4,88
14 Murcia, Región de;Servicios;Otros costes por hora;2011T3;5,57
14 Murcia, Región de;Servicios;Otros costes por hora;2011T2;4,84
14 Murcia, Región de;Servicios;Otros costes por hora;2011T1;4,61
14 Murcia, Región de;Servicios;Otros costes por hora;2010T4;4,69
14 Murcia, Región de;Servicios;Otros costes por hora;2010T3;5,09
14 Murcia, Región de;Servicios;Otros costes por hora;2010T2;4,71
14 Murcia, Región de;Servicios;Otros costes por hora;2010T1;4,53
14 Murcia, Región de;Servicios;Otros costes por hora;2009T4;4,64
14 Murcia, Región de;Servicios;Otros costes por hora;2009T3;5,09
14 Murcia, Región de;Servicios;Otros costes por hora;2009T2;4,57
14 Murcia, Región de;Servicios;Otros costes por hora;2009T1;4,37
14 Murcia, Región de;Servicios;Otros costes por hora;2008T4;4,2
14 Murcia, Región de;Servicios;Otros costes por hora;2008T3;4,62
14 Murcia, Región de;Servicios;Otros costes por hora;2008T2;3,96
14 Murcia, Región de;Servicios;Otros costes por hora;2008T1;4,09
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2026T1;26,55
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2025T4;30,15
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2025T3;29,06
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2025T2;27,91
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2025T1;25,08
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2024T4;28,67
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2024T3;28,65
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2024T2;26,19
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2024T1;24,57
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2023T4;27,92
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2023T3;26,9
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2023T2;25,87
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2023T1;22,8
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2022T4;26,73
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2022T3;26,07
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2022T2;23,46
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2022T1;21,69
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2021T4;25,7
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2021T3;23,97
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2021T2;23,9
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2021T1;22,17
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2020T4;25,94
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2020T3;24,95
15 Navarra, Comunidad Foral de;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste laboral total por hora;2020T2;24,95
