Sexo;Secciones y divisiones de la CNAE-09;Media y percentiles;Periodo;Total
Ambos sexos;60 Actividades de programación y emisión de radio y televisión;Percentil 25;2022;28.887,12
Ambos sexos;60 Actividades de programación y emisión de radio y televisión;Percentil 50;2022;45.835,37
Ambos sexos;60 Actividades de programación y emisión de radio y televisión;Percentil 75;2022;60.494,08
Ambos sexos;60 Actividades de programación y emisión de radio y televisión;Percentil 90;2022;73.227,52
Ambos sexos;61 Telecomunicaciones;Media;2022;42.886,02
Ambos sexos;61 Telecomunicaciones;Percentil 10;2022;15.858,9
Ambos sexos;61 Telecomunicaciones;Percentil 25;2022;21.792,57
Ambos sexos;61 Telecomunicaciones;Percentil 50;2022;39.873,19
Ambos sexos;61 Telecomunicaciones;Percentil 75;2022;60.826,96
Ambos sexos;61 Telecomunicaciones;Percentil 90;2022;74.010,68
Ambos sexos;62 Programación, consultoría y otras actividades relacionadas con la informática;Media;2022;37.107,11
Ambos sexos;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 10;2022;17.316,06
Ambos sexos;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 25;2022;23.647,5
Ambos sexos;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 50;2022;33.437,38
Ambos sexos;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 75;2022;45.579,43
Ambos sexos;62 Programación, consultoría y otras actividades relacionadas con la informática;Percentil 90;2022;61.744,86
Ambos sexos;63 Servicios de información;Media;2022;32.663,03
Ambos sexos;63 Servicios de información;Percentil 10;2022;11.883,6
Ambos sexos;63 Servicios de información;Percentil 25;2022;15.266,88
Ambos sexos;63 Servicios de información;Percentil 50;2022;26.308
Ambos sexos;63 Servicios de información;Percentil 75;2022;42.099,76
Ambos sexos;63 Servicios de información;Percentil 90;2022;62.665,9
Ambos sexos;K Actividades financieras y de seguros;Media;2022;47.239,53
Ambos sexos;K Actividades financieras y de seguros;Percentil 10;2022;18.539,52
Ambos sexos;K Actividades financieras y de seguros;Percentil 25;2022;29.969,39
Ambos sexos;K Actividades financieras y de seguros;Percentil 50;2022;43.644,95
Ambos sexos;K Actividades financieras y de seguros;Percentil 75;2022;58.999,21
Ambos sexos;K Actividades financieras y de seguros;Percentil 90;2022;77.578,48
Ambos sexos;64 Servicios financieros, excepto seguros y fondos de pensiones;Media;2022;54.514,34
Ambos sexos;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 10;2022;28.713,4
Ambos sexos;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 25;2022;39.327,53
Ambos sexos;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 50;2022;50.188,69
Ambos sexos;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 75;2022;64.802,96
Ambos sexos;64 Servicios financieros, excepto seguros y fondos de pensiones;Percentil 90;2022;83.073,88
Ambos sexos;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Media;2022;43.621,85
Ambos sexos;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 10;2022;21.553,67
Ambos sexos;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 25;2022;29.658,32
Ambos sexos;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 50;2022;40.058,33
Ambos sexos;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 75;2022;53.078,64
Ambos sexos;65 Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;Percentil 90;2022;70.483,62
Ambos sexos;66 Actividades auxiliares a los servicios financieros y a los seguros;Media;2022;29.651,16
Ambos sexos;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 10;2022;12.124,9
Ambos sexos;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 25;2022;15.817,72
Ambos sexos;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 50;2022;22.837,15
Ambos sexos;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 75;2022;35.772,28
Ambos sexos;66 Actividades auxiliares a los servicios financieros y a los seguros;Percentil 90;2022;54.009,73
Ambos sexos;L Actividades inmobiliarias;Media;2022;26.172,9
Ambos sexos;L Actividades inmobiliarias;Percentil 10;2022;8.566,62
Ambos sexos;L Actividades inmobiliarias;Percentil 25;2022;14.357,27
Ambos sexos;L Actividades inmobiliarias;Percentil 50;2022;19.870,2
Ambos sexos;L Actividades inmobiliarias;Percentil 75;2022;31.185,43
Ambos sexos;L Actividades inmobiliarias;Percentil 90;2022;52.494,25
Ambos sexos;68 Actividades inmobiliarias;Media;2022;26.172,9
Ambos sexos;68 Actividades inmobiliarias;Percentil 10;2022;8.566,62
Ambos sexos;68 Actividades inmobiliarias;Percentil 25;2022;14.357,27
Ambos sexos;68 Actividades inmobiliarias;Percentil 50;2022;19.870,2
Ambos sexos;68 Actividades inmobiliarias;Percentil 75;2022;31.185,43
Ambos sexos;68 Actividades inmobiliarias;Percentil 90;2022;52.494,25
Ambos sexos;M Actividades profesionales, científicas y técnicas;Media;2022;30.947,87
Ambos sexos;M Actividades profesionales, científicas y técnicas;Percentil 10;2022;13.111,08
Ambos sexos;M Actividades profesionales, científicas y técnicas;Percentil 25;2022;17.626,38
Ambos sexos;M Actividades profesionales, científicas y técnicas;Percentil 50;2022;25.458,59
Ambos sexos;M Actividades profesionales, científicas y técnicas;Percentil 75;2022;37.880,12
Ambos sexos;M Actividades profesionales, científicas y técnicas;Percentil 90;2022;56.458,08
Ambos sexos;69 Actividades jurídicas y de contabilidad;Media;2022;28.457,5
Ambos sexos;69 Actividades jurídicas y de contabilidad;Percentil 10;2022;10.822,42
Ambos sexos;69 Actividades jurídicas y de contabilidad;Percentil 25;2022;14.818,24
Ambos sexos;69 Actividades jurídicas y de contabilidad;Percentil 50;2022;22.330,79
Ambos sexos;69 Actividades jurídicas y de contabilidad;Percentil 75;2022;34.294,66
Ambos sexos;69 Actividades jurídicas y de contabilidad;Percentil 90;2022;54.223,4
Ambos sexos;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Media;2022;31.849,86
Ambos sexos;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 10;2022;13.440,59
Ambos sexos;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 25;2022;17.246,62
Ambos sexos;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 50;2022;25.539,38
Ambos sexos;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 75;2022;38.174,31
Ambos sexos;70 Actividades de las sedes centrales, actividades de consultoría de gestión empresarial;Percentil 90;2022;57.909,22
Ambos sexos;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Media;2022;33.100,42
Ambos sexos;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 10;2022;15.642,76
Ambos sexos;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 25;2022;20.500,8
Ambos sexos;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 50;2022;28.678,95
Ambos sexos;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 75;2022;40.064,73
Ambos sexos;71 Servicios técnicos de arquitectura e ingeniería, ensayos y análisis técnicos;Percentil 90;2022;56.538,3
Ambos sexos;72 Investigación y desarrollo;Media;2022;36.366,4
Ambos sexos;72 Investigación y desarrollo;Percentil 10;2022;18.381,48
Ambos sexos;72 Investigación y desarrollo;Percentil 25;2022;23.101,82
Ambos sexos;72 Investigación y desarrollo;Percentil 50;2022;31.567,44
Ambos sexos;72 Investigación y desarrollo;Percentil 75;2022;44.073,5
Ambos sexos;72 Investigación y desarrollo;Percentil 90;2022;62.377,61
Ambos sexos;73 Publicidad y estudios de mercado;Media;2022;31.049,78
Ambos sexos;73 Publicidad y estudios de mercado;Percentil 10;2022;12.398,93
Ambos sexos;73 Publicidad y estudios de mercado;Percentil 25;2022;16.143,09
Ambos sexos;73 Publicidad y estudios de mercado;Percentil 50;2022;22.965,6
Ambos sexos;73 Publicidad y estudios de mercado;Percentil 75;2022;35.396,07
Ambos sexos;73 Publicidad y estudios de mercado;Percentil 90;2022;61.022,29
Ambos sexos;74 Otras actividades profesionales, científicas y técnicas;Media;2022;28.014,26
Ambos sexos;74 Otras actividades profesionales, científicas y técnicas;Percentil 10;2022;11.860,26
Ambos sexos;74 Otras actividades profesionales, científicas y técnicas;Percentil 25;2022;16.492,35
Ambos sexos;74 Otras actividades profesionales, científicas y técnicas;Percentil 50;2022;23.765,13
Ambos sexos;74 Otras actividades profesionales, científicas y técnicas;Percentil 75;2022;34.148,52
Ambos sexos;74 Otras actividades profesionales, científicas y técnicas;Percentil 90;2022;48.656,28
Ambos sexos;75 Actividades veterinarias;Media;2022;18.506,84
Ambos sexos;75 Actividades veterinarias;Percentil 10;2022;7.667
Ambos sexos;75 Actividades veterinarias;Percentil 25;2022;12.793,03
Ambos sexos;75 Actividades veterinarias;Percentil 50;2022;16.433,69
Ambos sexos;75 Actividades veterinarias;Percentil 75;2022;22.150,36
Ambos sexos;75 Actividades veterinarias;Percentil 90;2022;28.349,99
Ambos sexos;N Actividades administrativas y servicios auxiliares;Media;2022;18.995,66
Ambos sexos;N Actividades administrativas y servicios auxiliares;Percentil 10;2022;7.353,26
Ambos sexos;N Actividades administrativas y servicios auxiliares;Percentil 25;2022;11.909,64
Ambos sexos;N Actividades administrativas y servicios auxiliares;Percentil 50;2022;16.624,27
Ambos sexos;N Actividades administrativas y servicios auxiliares;Percentil 75;2022;22.393,66
Ambos sexos;N Actividades administrativas y servicios auxiliares;Percentil 90;2022;31.219,14
Ambos sexos;77 Actividades de alquiler;Media;2022;26.025,85
Ambos sexos;77 Actividades de alquiler;Percentil 10;2022;13.739,98
Ambos sexos;77 Actividades de alquiler;Percentil 25;2022;16.668,97
Ambos sexos;77 Actividades de alquiler;Percentil 50;2022;21.789,13
Ambos sexos;77 Actividades de alquiler;Percentil 75;2022;30.186,69
Ambos sexos;77 Actividades de alquiler;Percentil 90;2022;42.873,33
Ambos sexos;78 Actividades relacionadas con el empleo;Media;2022;19.983,99
Ambos sexos;78 Actividades relacionadas con el empleo;Percentil 10;2022;11.051,99
Ambos sexos;78 Actividades relacionadas con el empleo;Percentil 25;2022;14.630
Ambos sexos;78 Actividades relacionadas con el empleo;Percentil 50;2022;18.196,29
Ambos sexos;78 Actividades relacionadas con el empleo;Percentil 75;2022;22.868,05
Ambos sexos;78 Actividades relacionadas con el empleo;Percentil 90;2022;28.742,85
Ambos sexos;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Media;2022;27.000,87
Ambos sexos;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 10;2022;12.145,37
Ambos sexos;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 25;2022;17.276,18
Ambos sexos;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 50;2022;23.432,83
Ambos sexos;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 75;2022;32.639,68
Ambos sexos;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 90;2022;43.619,39
Ambos sexos;80 Actividades de seguridad e investigación;Media;2022;22.205,75
Ambos sexos;80 Actividades de seguridad e investigación;Percentil 10;2022;14.391,13
Ambos sexos;80 Actividades de seguridad e investigación;Percentil 25;2022;18.651,24
Ambos sexos;80 Actividades de seguridad e investigación;Percentil 50;2022;21.538
Ambos sexos;80 Actividades de seguridad e investigación;Percentil 75;2022;25.305,05
Ambos sexos;80 Actividades de seguridad e investigación;Percentil 90;2022;30.419,88
Ambos sexos;81 Servicios a edificios y actividades de jardinería;Media;2022;14.943,69
Ambos sexos;81 Servicios a edificios y actividades de jardinería;Percentil 10;2022;5.525,78
Ambos sexos;81 Servicios a edificios y actividades de jardinería;Percentil 25;2022;9.184,01
Ambos sexos;81 Servicios a edificios y actividades de jardinería;Percentil 50;2022;14.120
Ambos sexos;81 Servicios a edificios y actividades de jardinería;Percentil 75;2022;18.489,58
Ambos sexos;81 Servicios a edificios y actividades de jardinería;Percentil 90;2022;24.217,01
Ambos sexos;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Media;2022;21.870,74
Ambos sexos;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 10;2022;8.871,28
Ambos sexos;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 25;2022;13.064,25
Ambos sexos;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 50;2022;16.511,88
Ambos sexos;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 75;2022;23.892,33
Ambos sexos;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 90;2022;39.489,93
Ambos sexos;O Administración Pública y defensa, Seguridad Social obligatoria;Media;2022;34.036,02
Ambos sexos;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 10;2022;17.478,25
Ambos sexos;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 25;2022;24.160,74
Ambos sexos;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 50;2022;32.258,93
Ambos sexos;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 75;2022;41.647,99
Ambos sexos;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 90;2022;52.607,24
Ambos sexos;84 Administración Pública y defensa, Seguridad Social obligatoria;Media;2022;34.036,02
Ambos sexos;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 10;2022;17.478,25
Ambos sexos;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 25;2022;24.160,74
Ambos sexos;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 50;2022;32.258,93
Ambos sexos;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 75;2022;41.647,99
Ambos sexos;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 90;2022;52.607,24
Ambos sexos;P Educación;Media;2022;29.263,89
Ambos sexos;P Educación;Percentil 10;2022;8.006,22
Ambos sexos;P Educación;Percentil 25;2022;16.566,93
Ambos sexos;P Educación;Percentil 50;2022;31.293,44
Ambos sexos;P Educación;Percentil 75;2022;38.829,66
Ambos sexos;P Educación;Percentil 90;2022;47.384,34
Ambos sexos;85 Educación;Media;2022;29.263,89
Ambos sexos;85 Educación;Percentil 10;2022;8.006,22
Ambos sexos;85 Educación;Percentil 25;2022;16.566,93
Ambos sexos;85 Educación;Percentil 50;2022;31.293,44
Ambos sexos;85 Educación;Percentil 75;2022;38.829,66
Ambos sexos;85 Educación;Percentil 90;2022;47.384,34
Ambos sexos;Q Actividades sanitarias y de servicios sociales;Media;2022;30.381,25
Ambos sexos;Q Actividades sanitarias y de servicios sociales;Percentil 10;2022;11.574,79
Ambos sexos;Q Actividades sanitarias y de servicios sociales;Percentil 25;2022;16.310,85
Ambos sexos;Q Actividades sanitarias y de servicios sociales;Percentil 50;2022;24.775,85
Ambos sexos;Q Actividades sanitarias y de servicios sociales;Percentil 75;2022;38.392,18
Ambos sexos;Q Actividades sanitarias y de servicios sociales;Percentil 90;2022;60.027
Ambos sexos;86 Actividades sanitarias;Media;2022;36.631,6
Ambos sexos;86 Actividades sanitarias;Percentil 10;2022;14.700
Ambos sexos;86 Actividades sanitarias;Percentil 25;2022;22.081,13
Ambos sexos;86 Actividades sanitarias;Percentil 50;2022;29.967,91
Ambos sexos;86 Actividades sanitarias;Percentil 75;2022;46.591,68
Ambos sexos;86 Actividades sanitarias;Percentil 90;2022;70.353,85
Ambos sexos;87 Asistencia en establecimientos residenciales;Media;2022;18.691,61
Ambos sexos;87 Asistencia en establecimientos residenciales;Percentil 10;2022;11.181,76
Ambos sexos;87 Asistencia en establecimientos residenciales;Percentil 25;2022;14.285,01
Ambos sexos;87 Asistencia en establecimientos residenciales;Percentil 50;2022;16.871,25
Ambos sexos;87 Asistencia en establecimientos residenciales;Percentil 75;2022;21.281,5
Ambos sexos;87 Asistencia en establecimientos residenciales;Percentil 90;2022;28.383,53
Ambos sexos;88 Actividades de servicios sociales sin alojamiento;Media;2022;17.765,04
Ambos sexos;88 Actividades de servicios sociales sin alojamiento;Percentil 10;2022;7.679,94
Ambos sexos;88 Actividades de servicios sociales sin alojamiento;Percentil 25;2022;11.632,41
Ambos sexos;88 Actividades de servicios sociales sin alojamiento;Percentil 50;2022;15.635,4
Ambos sexos;88 Actividades de servicios sociales sin alojamiento;Percentil 75;2022;22.143,22
Ambos sexos;88 Actividades de servicios sociales sin alojamiento;Percentil 90;2022;28.550,1
Ambos sexos;R Actividades artísticas, recreativas y de entretenimiento;Media;2022;19.360,67
Ambos sexos;R Actividades artísticas, recreativas y de entretenimiento;Percentil 10;2022;5.102,18
Ambos sexos;R Actividades artísticas, recreativas y de entretenimiento;Percentil 25;2022;9.227,77
Ambos sexos;R Actividades artísticas, recreativas y de entretenimiento;Percentil 50;2022;15.676,04
Ambos sexos;R Actividades artísticas, recreativas y de entretenimiento;Percentil 75;2022;23.997,37
Ambos sexos;R Actividades artísticas, recreativas y de entretenimiento;Percentil 90;2022;37.403,07
Ambos sexos;90 Actividades de creación, artísticas y espectáculos;Media;2022;25.660,78
Ambos sexos;90 Actividades de creación, artísticas y espectáculos;Percentil 10;2022;6.025,12
Ambos sexos;90 Actividades de creación, artísticas y espectáculos;Percentil 25;2022;13.447,32
Ambos sexos;90 Actividades de creación, artísticas y espectáculos;Percentil 50;2022;21.736,37
Ambos sexos;90 Actividades de creación, artísticas y espectáculos;Percentil 75;2022;35.186,45
Ambos sexos;90 Actividades de creación, artísticas y espectáculos;Percentil 90;2022;50.658,05
Ambos sexos;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Media;2022;25.068,88
Ambos sexos;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 10;2022;10.134,59
Ambos sexos;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 25;2022;14.906,34
Ambos sexos;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 50;2022;22.480,69
Ambos sexos;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 75;2022;31.446,9
Ambos sexos;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 90;2022;42.810,55
Ambos sexos;92 Actividades de juegos de azar y apuestas;Media;2022;25.063,46
Ambos sexos;92 Actividades de juegos de azar y apuestas;Percentil 10;2022;9.968,45
Ambos sexos;92 Actividades de juegos de azar y apuestas;Percentil 25;2022;15.417,95
Ambos sexos;92 Actividades de juegos de azar y apuestas;Percentil 50;2022;21.244,15
Ambos sexos;92 Actividades de juegos de azar y apuestas;Percentil 75;2022;31.532,03
Ambos sexos;92 Actividades de juegos de azar y apuestas;Percentil 90;2022;44.262,64
Ambos sexos;93 Actividades deportivas, recreativas y de entretenimiento;Media;2022;16.332,64
Ambos sexos;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 10;2022;4.313,44
Ambos sexos;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 25;2022;7.508,72
Ambos sexos;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 50;2022;13.629,2
Ambos sexos;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 75;2022;19.729,54
Ambos sexos;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 90;2022;29.551,18
Ambos sexos;S Otros servicios;Media;2022;18.269,96
Ambos sexos;S Otros servicios;Percentil 10;2022;7.452,01
Ambos sexos;S Otros servicios;Percentil 25;2022;11.587,85
Ambos sexos;S Otros servicios;Percentil 50;2022;15.158,23
Ambos sexos;S Otros servicios;Percentil 75;2022;21.984,02
Ambos sexos;S Otros servicios;Percentil 90;2022;32.174,68
Ambos sexos;94 Actividades asociativas;Media;2022;22.678,87
Ambos sexos;94 Actividades asociativas;Percentil 10;2022;7.353,2
Ambos sexos;94 Actividades asociativas;Percentil 25;2022;13.349,49
Ambos sexos;94 Actividades asociativas;Percentil 50;2022;20.698,17
Ambos sexos;94 Actividades asociativas;Percentil 75;2022;29.144,4
Ambos sexos;94 Actividades asociativas;Percentil 90;2022;39.577,32
Ambos sexos;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Media;2022;24.370,36
Ambos sexos;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 10;2022;13.126,43
Ambos sexos;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 25;2022;16.465,21
Ambos sexos;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 50;2022;21.169,16
Ambos sexos;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 75;2022;28.424,42
Ambos sexos;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 90;2022;40.783,34
Ambos sexos;96 Otros servicios personales;Media;2022;14.553,26
Ambos sexos;96 Otros servicios personales;Percentil 10;2022;7.322,1
Ambos sexos;96 Otros servicios personales;Percentil 25;2022;10.590,88
Ambos sexos;96 Otros servicios personales;Percentil 50;2022;14.172,2
Ambos sexos;96 Otros servicios personales;Percentil 75;2022;16.340,53
Ambos sexos;96 Otros servicios personales;Percentil 90;2022;21.081,71
Mujeres;B_S Todas las secciones;Media;2022;24.359,82
Mujeres;B_S Todas las secciones;Percentil 10;2022;8.732,51
Mujeres;B_S Todas las secciones;Percentil 25;2022;14.094,78
Mujeres;B_S Todas las secciones;Percentil 50;2022;20.045,68
Mujeres;B_S Todas las secciones;Percentil 75;2022;30.984,32
Mujeres;B_S Todas las secciones;Percentil 90;2022;44.481,68
Mujeres;B Industrias extractivas;Media;2022;-42.851,51
Mujeres;B Industrias extractivas;Percentil 10;2022;-14.463
Mujeres;B Industrias extractivas;Percentil 25;2022;-23.914,85
Mujeres;B Industrias extractivas;Percentil 50;2022;-44.577,54
Mujeres;B Industrias extractivas;Percentil 75;2022;-58.935,61
Mujeres;B Industrias extractivas;Percentil 90;2022;-70.445,25
Mujeres;C Industria manufacturera;Media;2022;25.932,76
Mujeres;C Industria manufacturera;Percentil 10;2022;12.492,77
Mujeres;C Industria manufacturera;Percentil 25;2022;16.156,85
Mujeres;C Industria manufacturera;Percentil 50;2022;21.601,35
Mujeres;C Industria manufacturera;Percentil 75;2022;30.607,32
Mujeres;C Industria manufacturera;Percentil 90;2022;45.911,58
Mujeres;10 Industria de la alimentación;Media;2022;20.670,89
Mujeres;10 Industria de la alimentación;Percentil 10;2022;11.295,31
Mujeres;10 Industria de la alimentación;Percentil 25;2022;14.812,16
Mujeres;10 Industria de la alimentación;Percentil 50;2022;18.351,17
Mujeres;10 Industria de la alimentación;Percentil 75;2022;23.879,65
Mujeres;10 Industria de la alimentación;Percentil 90;2022;31.138
Mujeres;11 Fabricación de bebidas;Media;2022;31.698,24
Mujeres;11 Fabricación de bebidas;Percentil 10;2022;14.000,05
Mujeres;11 Fabricación de bebidas;Percentil 25;2022;19.815,05
Mujeres;11 Fabricación de bebidas;Percentil 50;2022;25.991,4
Mujeres;11 Fabricación de bebidas;Percentil 75;2022;39.747,62
Mujeres;11 Fabricación de bebidas;Percentil 90;2022;56.570,98
Mujeres;12 Industria del tabaco;Media;2022;-44.176,51
Mujeres;12 Industria del tabaco;Percentil 10;2022;-14.328,49
Mujeres;12 Industria del tabaco;Percentil 25;2022;-25.865,45
Mujeres;12 Industria del tabaco;Percentil 50;2022;-38.521
Mujeres;12 Industria del tabaco;Percentil 75;2022;-65.539,77
Mujeres;12 Industria del tabaco;Percentil 90;2022;-74.271,97
Mujeres;13 Industria textil;Media;2022;20.595,33
Mujeres;13 Industria textil;Percentil 10;2022;12.200,66
Mujeres;13 Industria textil;Percentil 25;2022;14.916,67
Mujeres;13 Industria textil;Percentil 50;2022;17.708,58
Mujeres;13 Industria textil;Percentil 75;2022;23.258,56
Mujeres;13 Industria textil;Percentil 90;2022;32.548,44
Mujeres;14 Confección de prendas de vestir;Media;2022;20.145,91
Mujeres;14 Confección de prendas de vestir;Percentil 10;2022;7.696,08
Mujeres;14 Confección de prendas de vestir;Percentil 25;2022;13.298,4
Mujeres;14 Confección de prendas de vestir;Percentil 50;2022;15.693,36
Mujeres;14 Confección de prendas de vestir;Percentil 75;2022;21.184,67
Mujeres;14 Confección de prendas de vestir;Percentil 90;2022;36.482,46
Mujeres;15 Industria del cuero y del calzado;Media;2022;18.719,13
Mujeres;15 Industria del cuero y del calzado;Percentil 10;2022;9.755,56
Mujeres;15 Industria del cuero y del calzado;Percentil 25;2022;14.826,67
Mujeres;15 Industria del cuero y del calzado;Percentil 50;2022;16.672,51
Mujeres;15 Industria del cuero y del calzado;Percentil 75;2022;20.472,84
Mujeres;15 Industria del cuero y del calzado;Percentil 90;2022;29.235,63
Mujeres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Media;2022;-20.594,53
Mujeres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Percentil 10;2022;-10.707,09
Mujeres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Percentil 25;2022;-15.043,82
Mujeres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Percentil 50;2022;-17.995,26
Mujeres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Percentil 75;2022;-23.774,05
Mujeres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Percentil 90;2022;-30.375,41
Mujeres;17 Industria del papel;Media;2022;26.382,59
Mujeres;17 Industria del papel;Percentil 10;2022;14.430,48
Mujeres;17 Industria del papel;Percentil 25;2022;16.492,74
Mujeres;17 Industria del papel;Percentil 50;2022;22.506,82
Mujeres;17 Industria del papel;Percentil 75;2022;31.149,09
Mujeres;17 Industria del papel;Percentil 90;2022;43.645,31
Mujeres;18 Artes gráficas y reproducción de soportes grabados;Media;2022;21.096,25
Mujeres;18 Artes gráficas y reproducción de soportes grabados;Percentil 10;2022;10.772,41
Mujeres;18 Artes gráficas y reproducción de soportes grabados;Percentil 25;2022;14.784,78
Mujeres;18 Artes gráficas y reproducción de soportes grabados;Percentil 50;2022;18.553,01
Mujeres;18 Artes gráficas y reproducción de soportes grabados;Percentil 75;2022;24.959,22
Mujeres;18 Artes gráficas y reproducción de soportes grabados;Percentil 90;2022;35.320,59
Mujeres;19 Coquerías y refino de petróleo;Media;2022;..
Mujeres;19 Coquerías y refino de petróleo;Percentil 10;2022;..
Mujeres;19 Coquerías y refino de petróleo;Percentil 25;2022;..
Mujeres;19 Coquerías y refino de petróleo;Percentil 50;2022;..
Mujeres;19 Coquerías y refino de petróleo;Percentil 75;2022;..
Mujeres;19 Coquerías y refino de petróleo;Percentil 90;2022;..
Mujeres;20 Industria química;Media;2022;34.758,73
Mujeres;20 Industria química;Percentil 10;2022;16.360,14
Mujeres;20 Industria química;Percentil 25;2022;20.835,28
Mujeres;20 Industria química;Percentil 50;2022;30.644,24
Mujeres;20 Industria química;Percentil 75;2022;44.160,94
Mujeres;20 Industria química;Percentil 90;2022;58.666,69
Mujeres;21 Fabricación de productos farmacéuticos;Media;2022;40.636,97
Mujeres;21 Fabricación de productos farmacéuticos;Percentil 10;2022;20.867,98
Mujeres;21 Fabricación de productos farmacéuticos;Percentil 25;2022;26.350,85
Mujeres;21 Fabricación de productos farmacéuticos;Percentil 50;2022;34.899,44
Mujeres;21 Fabricación de productos farmacéuticos;Percentil 75;2022;49.078
Mujeres;21 Fabricación de productos farmacéuticos;Percentil 90;2022;70.372,96
