Sexo;Secciones y divisiones de la CNAE-09;Media y percentiles;Periodo;Total
Mujeres;74 Otras actividades profesionales, científicas y técnicas;Percentil 25;2022;15.805,44
Mujeres;74 Otras actividades profesionales, científicas y técnicas;Percentil 50;2022;22.345,66
Mujeres;74 Otras actividades profesionales, científicas y técnicas;Percentil 75;2022;31.144,03
Mujeres;74 Otras actividades profesionales, científicas y técnicas;Percentil 90;2022;42.499,7
Mujeres;75 Actividades veterinarias;Media;2022;17.058
Mujeres;75 Actividades veterinarias;Percentil 10;2022;7.271,06
Mujeres;75 Actividades veterinarias;Percentil 25;2022;11.843,94
Mujeres;75 Actividades veterinarias;Percentil 50;2022;15.732,09
Mujeres;75 Actividades veterinarias;Percentil 75;2022;21.127,15
Mujeres;75 Actividades veterinarias;Percentil 90;2022;26.463,82
Mujeres;N Actividades administrativas y servicios auxiliares;Media;2022;16.391,55
Mujeres;N Actividades administrativas y servicios auxiliares;Percentil 10;2022;5.865,86
Mujeres;N Actividades administrativas y servicios auxiliares;Percentil 25;2022;9.834,94
Mujeres;N Actividades administrativas y servicios auxiliares;Percentil 50;2022;14.581,65
Mujeres;N Actividades administrativas y servicios auxiliares;Percentil 75;2022;19.520,21
Mujeres;N Actividades administrativas y servicios auxiliares;Percentil 90;2022;26.823,24
Mujeres;77 Actividades de alquiler;Media;2022;23.857,33
Mujeres;77 Actividades de alquiler;Percentil 10;2022;11.473,6
Mujeres;77 Actividades de alquiler;Percentil 25;2022;15.608,41
Mujeres;77 Actividades de alquiler;Percentil 50;2022;20.306,78
Mujeres;77 Actividades de alquiler;Percentil 75;2022;28.877,04
Mujeres;77 Actividades de alquiler;Percentil 90;2022;40.653,89
Mujeres;78 Actividades relacionadas con el empleo;Media;2022;18.791,09
Mujeres;78 Actividades relacionadas con el empleo;Percentil 10;2022;9.916,43
Mujeres;78 Actividades relacionadas con el empleo;Percentil 25;2022;13.924,47
Mujeres;78 Actividades relacionadas con el empleo;Percentil 50;2022;17.056,87
Mujeres;78 Actividades relacionadas con el empleo;Percentil 75;2022;21.999,92
Mujeres;78 Actividades relacionadas con el empleo;Percentil 90;2022;28.302,03
Mujeres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Media;2022;24.757,18
Mujeres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 10;2022;10.880,84
Mujeres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 25;2022;16.531,61
Mujeres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 50;2022;22.559,59
Mujeres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 75;2022;29.996,71
Mujeres;79 Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;Percentil 90;2022;40.646,17
Mujeres;80 Actividades de seguridad e investigación;Media;2022;20.740,38
Mujeres;80 Actividades de seguridad e investigación;Percentil 10;2022;13.092,55
Mujeres;80 Actividades de seguridad e investigación;Percentil 25;2022;16.867,99
Mujeres;80 Actividades de seguridad e investigación;Percentil 50;2022;20.078,31
Mujeres;80 Actividades de seguridad e investigación;Percentil 75;2022;23.258,37
Mujeres;80 Actividades de seguridad e investigación;Percentil 90;2022;27.877,89
Mujeres;81 Servicios a edificios y actividades de jardinería;Media;2022;12.857,3
Mujeres;81 Servicios a edificios y actividades de jardinería;Percentil 10;2022;4.751,08
Mujeres;81 Servicios a edificios y actividades de jardinería;Percentil 25;2022;7.974,6
Mujeres;81 Servicios a edificios y actividades de jardinería;Percentil 50;2022;12.131,92
Mujeres;81 Servicios a edificios y actividades de jardinería;Percentil 75;2022;16.477,76
Mujeres;81 Servicios a edificios y actividades de jardinería;Percentil 90;2022;20.959,33
Mujeres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Media;2022;20.141,53
Mujeres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 10;2022;8.476,69
Mujeres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 25;2022;12.218,77
Mujeres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 50;2022;15.826,73
Mujeres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 75;2022;21.403,05
Mujeres;82 Actividades administrativas de oficina y otras actividades auxiliares a las empresas;Percentil 90;2022;34.458,37
Mujeres;O Administración Pública y defensa, Seguridad Social obligatoria;Media;2022;32.272,17
Mujeres;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 10;2022;15.867,33
Mujeres;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 25;2022;23.149,68
Mujeres;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 50;2022;30.885,23
Mujeres;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 75;2022;39.395,22
Mujeres;O Administración Pública y defensa, Seguridad Social obligatoria;Percentil 90;2022;49.116,5
Mujeres;84 Administración Pública y defensa, Seguridad Social obligatoria;Media;2022;32.272,17
Mujeres;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 10;2022;15.867,33
Mujeres;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 25;2022;23.149,68
Mujeres;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 50;2022;30.885,23
Mujeres;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 75;2022;39.395,22
Mujeres;84 Administración Pública y defensa, Seguridad Social obligatoria;Percentil 90;2022;49.116,5
Mujeres;P Educación;Media;2022;28.258,5
Mujeres;P Educación;Percentil 10;2022;7.747,76
Mujeres;P Educación;Percentil 25;2022;15.931,14
Mujeres;P Educación;Percentil 50;2022;30.326,08
Mujeres;P Educación;Percentil 75;2022;37.921,26
Mujeres;P Educación;Percentil 90;2022;45.570,75
Mujeres;85 Educación;Media;2022;28.258,5
Mujeres;85 Educación;Percentil 10;2022;7.747,76
Mujeres;85 Educación;Percentil 25;2022;15.931,14
Mujeres;85 Educación;Percentil 50;2022;30.326,08
Mujeres;85 Educación;Percentil 75;2022;37.921,26
Mujeres;85 Educación;Percentil 90;2022;45.570,75
Mujeres;Q Actividades sanitarias y de servicios sociales;Media;2022;28.312,57
Mujeres;Q Actividades sanitarias y de servicios sociales;Percentil 10;2022;11.047,77
Mujeres;Q Actividades sanitarias y de servicios sociales;Percentil 25;2022;15.604,31
Mujeres;Q Actividades sanitarias y de servicios sociales;Percentil 50;2022;23.582,7
Mujeres;Q Actividades sanitarias y de servicios sociales;Percentil 75;2022;35.671,93
Mujeres;Q Actividades sanitarias y de servicios sociales;Percentil 90;2022;52.255,28
Mujeres;86 Actividades sanitarias;Media;2022;34.317,23
Mujeres;86 Actividades sanitarias;Percentil 10;2022;13.873,95
Mujeres;86 Actividades sanitarias;Percentil 25;2022;21.310,37
Mujeres;86 Actividades sanitarias;Percentil 50;2022;28.820,66
Mujeres;86 Actividades sanitarias;Percentil 75;2022;44.208,5
Mujeres;86 Actividades sanitarias;Percentil 90;2022;63.351,2
Mujeres;87 Asistencia en establecimientos residenciales;Media;2022;18.266,24
Mujeres;87 Asistencia en establecimientos residenciales;Percentil 10;2022;11.201,66
Mujeres;87 Asistencia en establecimientos residenciales;Percentil 25;2022;14.144,58
Mujeres;87 Asistencia en establecimientos residenciales;Percentil 50;2022;16.649
Mujeres;87 Asistencia en establecimientos residenciales;Percentil 75;2022;20.572,01
Mujeres;87 Asistencia en establecimientos residenciales;Percentil 90;2022;27.561,99
Mujeres;88 Actividades de servicios sociales sin alojamiento;Media;2022;16.952,19
Mujeres;88 Actividades de servicios sociales sin alojamiento;Percentil 10;2022;7.030,78
Mujeres;88 Actividades de servicios sociales sin alojamiento;Percentil 25;2022;11.254,8
Mujeres;88 Actividades de servicios sociales sin alojamiento;Percentil 50;2022;15.218,75
Mujeres;88 Actividades de servicios sociales sin alojamiento;Percentil 75;2022;21.351,63
Mujeres;88 Actividades de servicios sociales sin alojamiento;Percentil 90;2022;27.470,48
Mujeres;R Actividades artísticas, recreativas y de entretenimiento;Media;2022;17.268,37
Mujeres;R Actividades artísticas, recreativas y de entretenimiento;Percentil 10;2022;4.715,75
Mujeres;R Actividades artísticas, recreativas y de entretenimiento;Percentil 25;2022;8.587,12
Mujeres;R Actividades artísticas, recreativas y de entretenimiento;Percentil 50;2022;14.172,58
Mujeres;R Actividades artísticas, recreativas y de entretenimiento;Percentil 75;2022;21.035,45
Mujeres;R Actividades artísticas, recreativas y de entretenimiento;Percentil 90;2022;32.960,89
Mujeres;90 Actividades de creación, artísticas y espectáculos;Media;2022;25.444,01
Mujeres;90 Actividades de creación, artísticas y espectáculos;Percentil 10;2022;5.999,34
Mujeres;90 Actividades de creación, artísticas y espectáculos;Percentil 25;2022;13.337,92
Mujeres;90 Actividades de creación, artísticas y espectáculos;Percentil 50;2022;21.386,8
Mujeres;90 Actividades de creación, artísticas y espectáculos;Percentil 75;2022;35.443,52
Mujeres;90 Actividades de creación, artísticas y espectáculos;Percentil 90;2022;51.023,14
Mujeres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Media;2022;24.347,45
Mujeres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 10;2022;9.254,88
Mujeres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 25;2022;14.123,47
Mujeres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 50;2022;21.111,45
Mujeres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 75;2022;31.449,92
Mujeres;91 Actividades de bibliotecas, archivos, museos y otras actividades culturales;Percentil 90;2022;43.995,57
Mujeres;92 Actividades de juegos de azar y apuestas;Media;2022;20.591,37
Mujeres;92 Actividades de juegos de azar y apuestas;Percentil 10;2022;8.291,39
Mujeres;92 Actividades de juegos de azar y apuestas;Percentil 25;2022;12.558,49
Mujeres;92 Actividades de juegos de azar y apuestas;Percentil 50;2022;17.568,18
Mujeres;92 Actividades de juegos de azar y apuestas;Percentil 75;2022;24.902,2
Mujeres;92 Actividades de juegos de azar y apuestas;Percentil 90;2022;34.895,45
Mujeres;93 Actividades deportivas, recreativas y de entretenimiento;Media;2022;13.781,6
Mujeres;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 10;2022;3.959,33
Mujeres;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 25;2022;6.894,66
Mujeres;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 50;2022;12.222,92
Mujeres;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 75;2022;16.713,11
Mujeres;93 Actividades deportivas, recreativas y de entretenimiento;Percentil 90;2022;24.569,55
Mujeres;S Otros servicios;Media;2022;16.590,01
Mujeres;S Otros servicios;Percentil 10;2022;7.393,4
Mujeres;S Otros servicios;Percentil 25;2022;11.062,31
Mujeres;S Otros servicios;Percentil 50;2022;14.760,39
Mujeres;S Otros servicios;Percentil 75;2022;19.730,27
Mujeres;S Otros servicios;Percentil 90;2022;28.220,25
Mujeres;94 Actividades asociativas;Media;2022;21.368,68
Mujeres;94 Actividades asociativas;Percentil 10;2022;7.334,98
Mujeres;94 Actividades asociativas;Percentil 25;2022;12.723,27
Mujeres;94 Actividades asociativas;Percentil 50;2022;20.203,88
Mujeres;94 Actividades asociativas;Percentil 75;2022;27.545,01
Mujeres;94 Actividades asociativas;Percentil 90;2022;35.982,84
Mujeres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Media;2022;-20.046,46
Mujeres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 10;2022;-7.698,6
Mujeres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 25;2022;-13.325
Mujeres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 50;2022;-18.190,6
Mujeres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 75;2022;-24.134,63
Mujeres;95 Reparación de ordenadores, efectos personales y artículos de uso doméstico;Percentil 90;2022;-34.221,72
Mujeres;96 Otros servicios personales;Media;2022;13.691,76
Mujeres;96 Otros servicios personales;Percentil 10;2022;7.393,4
Mujeres;96 Otros servicios personales;Percentil 25;2022;10.432,79
Mujeres;96 Otros servicios personales;Percentil 50;2022;14.000
Mujeres;96 Otros servicios personales;Percentil 75;2022;15.371,39
Mujeres;96 Otros servicios personales;Percentil 90;2022;19.430,83
Hombres;B_S Todas las secciones;Media;2022;29.381,84
Hombres;B_S Todas las secciones;Percentil 10;2022;13.943,78
Hombres;B_S Todas las secciones;Percentil 25;2022;18.000
Hombres;B_S Todas las secciones;Percentil 50;2022;24.238,23
Hombres;B_S Todas las secciones;Percentil 75;2022;35.899,29
Hombres;B_S Todas las secciones;Percentil 90;2022;51.637,49
Hombres;B Industrias extractivas;Media;2022;35.064,02
Hombres;B Industrias extractivas;Percentil 10;2022;18.471,25
Hombres;B Industrias extractivas;Percentil 25;2022;22.101
Hombres;B Industrias extractivas;Percentil 50;2022;29.763,03
Hombres;B Industrias extractivas;Percentil 75;2022;41.272,84
Hombres;B Industrias extractivas;Percentil 90;2022;58.784,01
Hombres;C Industria manufacturera;Media;2022;31.544,67
Hombres;C Industria manufacturera;Percentil 10;2022;16.543,97
Hombres;C Industria manufacturera;Percentil 25;2022;20.588,73
Hombres;C Industria manufacturera;Percentil 50;2022;27.165,22
Hombres;C Industria manufacturera;Percentil 75;2022;37.789,36
Hombres;C Industria manufacturera;Percentil 90;2022;52.173,21
Hombres;10 Industria de la alimentación;Media;2022;26.444,62
Hombres;10 Industria de la alimentación;Percentil 10;2022;15.422,47
Hombres;10 Industria de la alimentación;Percentil 25;2022;18.505,51
Hombres;10 Industria de la alimentación;Percentil 50;2022;23.291,89
Hombres;10 Industria de la alimentación;Percentil 75;2022;30.390,88
Hombres;10 Industria de la alimentación;Percentil 90;2022;40.954,82
Hombres;11 Fabricación de bebidas;Media;2022;35.065,13
Hombres;11 Fabricación de bebidas;Percentil 10;2022;15.704
Hombres;11 Fabricación de bebidas;Percentil 25;2022;21.314
Hombres;11 Fabricación de bebidas;Percentil 50;2022;29.965,56
Hombres;11 Fabricación de bebidas;Percentil 75;2022;44.344,13
Hombres;11 Fabricación de bebidas;Percentil 90;2022;60.820,96
Hombres;12 Industria del tabaco;Media;2022;-49.564,06
Hombres;12 Industria del tabaco;Percentil 10;2022;-20.799,29
Hombres;12 Industria del tabaco;Percentil 25;2022;-27.044,47
Hombres;12 Industria del tabaco;Percentil 50;2022;-45.519,26
Hombres;12 Industria del tabaco;Percentil 75;2022;-60.271,32
Hombres;12 Industria del tabaco;Percentil 90;2022;-74.553,46
Hombres;13 Industria textil;Media;2022;25.084,01
Hombres;13 Industria textil;Percentil 10;2022;14.085,52
Hombres;13 Industria textil;Percentil 25;2022;16.698,41
Hombres;13 Industria textil;Percentil 50;2022;21.363,23
Hombres;13 Industria textil;Percentil 75;2022;28.661
Hombres;13 Industria textil;Percentil 90;2022;39.341,92
Hombres;14 Confección de prendas de vestir;Media;2022;-28.933,09
Hombres;14 Confección de prendas de vestir;Percentil 10;2022;-14.081,76
Hombres;14 Confección de prendas de vestir;Percentil 25;2022;-16.204,27
Hombres;14 Confección de prendas de vestir;Percentil 50;2022;-20.156,8
Hombres;14 Confección de prendas de vestir;Percentil 75;2022;-35.367,71
Hombres;14 Confección de prendas de vestir;Percentil 90;2022;-58.846,79
Hombres;15 Industria del cuero y del calzado;Media;2022;19.921,41
Hombres;15 Industria del cuero y del calzado;Percentil 10;2022;13.300,52
Hombres;15 Industria del cuero y del calzado;Percentil 25;2022;15.677,81
Hombres;15 Industria del cuero y del calzado;Percentil 50;2022;18.117,18
Hombres;15 Industria del cuero y del calzado;Percentil 75;2022;22.284,78
Hombres;15 Industria del cuero y del calzado;Percentil 90;2022;27.062,69
Hombres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Media;2022;23.000,29
Hombres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Percentil 10;2022;14.744,56
Hombres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Percentil 25;2022;17.191,84
Hombres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Percentil 50;2022;20.737,53
Hombres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Percentil 75;2022;25.746,25
Hombres;16 Industria de la madera y del corcho, excepto muebles, cestería y espartería;Percentil 90;2022;34.407,13
Hombres;17 Industria del papel;Media;2022;32.565,62
Hombres;17 Industria del papel;Percentil 10;2022;16.566,28
Hombres;17 Industria del papel;Percentil 25;2022;20.565,18
Hombres;17 Industria del papel;Percentil 50;2022;28.891,09
Hombres;17 Industria del papel;Percentil 75;2022;39.218,55
Hombres;17 Industria del papel;Percentil 90;2022;54.054,47
Hombres;18 Artes gráficas y reproducción de soportes grabados;Media;2022;26.470,07
Hombres;18 Artes gráficas y reproducción de soportes grabados;Percentil 10;2022;14.395,6
Hombres;18 Artes gráficas y reproducción de soportes grabados;Percentil 25;2022;17.417,89
Hombres;18 Artes gráficas y reproducción de soportes grabados;Percentil 50;2022;22.878
Hombres;18 Artes gráficas y reproducción de soportes grabados;Percentil 75;2022;31.593,85
Hombres;18 Artes gráficas y reproducción de soportes grabados;Percentil 90;2022;43.977,61
Hombres;19 Coquerías y refino de petróleo;Media;2022;-66.163,69
Hombres;19 Coquerías y refino de petróleo;Percentil 10;2022;-44.593,44
Hombres;19 Coquerías y refino de petróleo;Percentil 25;2022;-55.722,06
Hombres;19 Coquerías y refino de petróleo;Percentil 50;2022;-67.174,28
Hombres;19 Coquerías y refino de petróleo;Percentil 75;2022;-77.646,83
Hombres;19 Coquerías y refino de petróleo;Percentil 90;2022;-87.103,17
Hombres;20 Industria química;Media;2022;39.395,57
Hombres;20 Industria química;Percentil 10;2022;18.908,27
Hombres;20 Industria química;Percentil 25;2022;24.363
Hombres;20 Industria química;Percentil 50;2022;34.563,64
Hombres;20 Industria química;Percentil 75;2022;49.860,7
Hombres;20 Industria química;Percentil 90;2022;66.837,4
Hombres;21 Fabricación de productos farmacéuticos;Media;2022;44.902,29
Hombres;21 Fabricación de productos farmacéuticos;Percentil 10;2022;23.791,3
Hombres;21 Fabricación de productos farmacéuticos;Percentil 25;2022;30.179,64
Hombres;21 Fabricación de productos farmacéuticos;Percentil 50;2022;39.149,76
Hombres;21 Fabricación de productos farmacéuticos;Percentil 75;2022;52.303,15
Hombres;21 Fabricación de productos farmacéuticos;Percentil 90;2022;76.479,38
Hombres;22 Fabricación de productos de caucho y plásticos;Media;2022;30.772,54
Hombres;22 Fabricación de productos de caucho y plásticos;Percentil 10;2022;17.877,91
Hombres;22 Fabricación de productos de caucho y plásticos;Percentil 25;2022;20.998,52
Hombres;22 Fabricación de productos de caucho y plásticos;Percentil 50;2022;27.533,53
Hombres;22 Fabricación de productos de caucho y plásticos;Percentil 75;2022;37.490,15
Hombres;22 Fabricación de productos de caucho y plásticos;Percentil 90;2022;46.604,47
Hombres;23 Fabricación de otros productos minerales no metálicos;Media;2022;32.322,57
Hombres;23 Fabricación de otros productos minerales no metálicos;Percentil 10;2022;17.673,49
Hombres;23 Fabricación de otros productos minerales no metálicos;Percentil 25;2022;21.091,37
Hombres;23 Fabricación de otros productos minerales no metálicos;Percentil 50;2022;27.675,86
Hombres;23 Fabricación de otros productos minerales no metálicos;Percentil 75;2022;37.801,08
Hombres;23 Fabricación de otros productos minerales no metálicos;Percentil 90;2022;52.947,86
Hombres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Media;2022;36.845,79
Hombres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Percentil 10;2022;20.466,04
Hombres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Percentil 25;2022;26.555,95
Hombres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Percentil 50;2022;35.110,53
Hombres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Percentil 75;2022;45.637,1
Hombres;24 Metalurgia, fabricación de productos de hierro, acero y ferroaleaciones;Percentil 90;2022;54.202,46
Hombres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Media;2022;27.383,14
Hombres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Percentil 10;2022;17.583,14
Hombres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Percentil 25;2022;20.411,06
Hombres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Percentil 50;2022;24.614,12
Hombres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Percentil 75;2022;31.420,78
Hombres;25 Fabricación de productos metálicos, excepto maquinaria y equipo;Percentil 90;2022;39.858,82
Hombres;26 Fabricación de productos informáticos, electrónicos y ópticos;Media;2022;36.274,22
Hombres;26 Fabricación de productos informáticos, electrónicos y ópticos;Percentil 10;2022;19.056
Hombres;26 Fabricación de productos informáticos, electrónicos y ópticos;Percentil 25;2022;24.024,37
Hombres;26 Fabricación de productos informáticos, electrónicos y ópticos;Percentil 50;2022;30.626,74
Hombres;26 Fabricación de productos informáticos, electrónicos y ópticos;Percentil 75;2022;42.591,71
Hombres;26 Fabricación de productos informáticos, electrónicos y ópticos;Percentil 90;2022;65.321,38
Hombres;27 Fabricación de material y equipo eléctrico;Media;2022;35.961,3
Hombres;27 Fabricación de material y equipo eléctrico;Percentil 10;2022;19.813,09
Hombres;27 Fabricación de material y equipo eléctrico;Percentil 25;2022;24.644,9
Hombres;27 Fabricación de material y equipo eléctrico;Percentil 50;2022;31.705,56
Hombres;27 Fabricación de material y equipo eléctrico;Percentil 75;2022;42.141,42
Hombres;27 Fabricación de material y equipo eléctrico;Percentil 90;2022;59.281,58
Hombres;28 Fabricación de maquinaria y equipo n.c.o.p.;Media;2022;33.934,06
Hombres;28 Fabricación de maquinaria y equipo n.c.o.p.;Percentil 10;2022;19.546,16
Hombres;28 Fabricación de maquinaria y equipo n.c.o.p.;Percentil 25;2022;23.288,03
Hombres;28 Fabricación de maquinaria y equipo n.c.o.p.;Percentil 50;2022;30.219,22
Hombres;28 Fabricación de maquinaria y equipo n.c.o.p.;Percentil 75;2022;39.730,52
Hombres;28 Fabricación de maquinaria y equipo n.c.o.p.;Percentil 90;2022;52.117,13
Hombres;29 Fabricación de vehículos de motor, remolques y semirremolques;Media;2022;37.673,39
Hombres;29 Fabricación de vehículos de motor, remolques y semirremolques;Percentil 10;2022;21.012,15
Hombres;29 Fabricación de vehículos de motor, remolques y semirremolques;Percentil 25;2022;27.811,35
Hombres;29 Fabricación de vehículos de motor, remolques y semirremolques;Percentil 50;2022;35.263,52
Hombres;29 Fabricación de vehículos de motor, remolques y semirremolques;Percentil 75;2022;46.033,86
Hombres;29 Fabricación de vehículos de motor, remolques y semirremolques;Percentil 90;2022;56.693,47
Hombres;30 Fabricación de otro material de transporte;Media;2022;46.955,4
Hombres;30 Fabricación de otro material de transporte;Percentil 10;2022;21.384,7
Hombres;30 Fabricación de otro material de transporte;Percentil 25;2022;28.834,5
Hombres;30 Fabricación de otro material de transporte;Percentil 50;2022;44.568,58
Hombres;30 Fabricación de otro material de transporte;Percentil 75;2022;58.510,3
Hombres;30 Fabricación de otro material de transporte;Percentil 90;2022;76.314,29
Hombres;31 Fabricación de muebles;Media;2022;22.994,1
Hombres;31 Fabricación de muebles;Percentil 10;2022;14.984,82
Hombres;31 Fabricación de muebles;Percentil 25;2022;17.468,48
Hombres;31 Fabricación de muebles;Percentil 50;2022;20.627,8
Hombres;31 Fabricación de muebles;Percentil 75;2022;25.729,04
Hombres;31 Fabricación de muebles;Percentil 90;2022;33.160,35
Hombres;32 Otras industrias manufactureras;Media;2022;26.369,33
Hombres;32 Otras industrias manufactureras;Percentil 10;2022;13.920
Hombres;32 Otras industrias manufactureras;Percentil 25;2022;18.632,37
Hombres;32 Otras industrias manufactureras;Percentil 50;2022;23.441,24
Hombres;32 Otras industrias manufactureras;Percentil 75;2022;30.087,04
Hombres;32 Otras industrias manufactureras;Percentil 90;2022;43.545,61
Hombres;33 Reparación e instalación de maquinaria y equipo;Media;2022;29.240,77
Hombres;33 Reparación e instalación de maquinaria y equipo;Percentil 10;2022;16.531,11
Hombres;33 Reparación e instalación de maquinaria y equipo;Percentil 25;2022;21.124,96
Hombres;33 Reparación e instalación de maquinaria y equipo;Percentil 50;2022;26.503,86
Hombres;33 Reparación e instalación de maquinaria y equipo;Percentil 75;2022;34.166,6
Hombres;33 Reparación e instalación de maquinaria y equipo;Percentil 90;2022;44.274,09
Hombres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Media;2022;57.488,36
Hombres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 10;2022;23.592,25
Hombres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 25;2022;37.953,75
Hombres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 50;2022;57.493,57
Hombres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 75;2022;73.284,27
Hombres;D Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 90;2022;89.007,49
Hombres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Media;2022;57.488,36
Hombres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 10;2022;23.592,25
Hombres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 25;2022;37.953,75
Hombres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 50;2022;57.493,57
Hombres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 75;2022;73.284,27
Hombres;35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Percentil 90;2022;89.007,49
Hombres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Media;2022;30.972,7
Hombres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percentil 10;2022;17.004,31
Hombres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percentil 25;2022;21.909,12
Hombres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percentil 50;2022;29.014,59
Hombres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percentil 75;2022;37.083,88
Hombres;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Percentil 90;2022;47.301,74
Hombres;36 Captación, depuración y distribución de agua;Media;2022;35.203,41
Hombres;36 Captación, depuración y distribución de agua;Percentil 10;2022;20.216,47
Hombres;36 Captación, depuración y distribución de agua;Percentil 25;2022;24.594,72
Hombres;36 Captación, depuración y distribución de agua;Percentil 50;2022;32.000,85
Hombres;36 Captación, depuración y distribución de agua;Percentil 75;2022;42.618,38
Hombres;36 Captación, depuración y distribución de agua;Percentil 90;2022;56.042,2
Hombres;37 Recogida y tratamiento de aguas residuales;Media;2022;28.750,57
Hombres;37 Recogida y tratamiento de aguas residuales;Percentil 10;2022;17.741,26
Hombres;37 Recogida y tratamiento de aguas residuales;Percentil 25;2022;22.053,71
Hombres;37 Recogida y tratamiento de aguas residuales;Percentil 50;2022;26.169,38
Hombres;37 Recogida y tratamiento de aguas residuales;Percentil 75;2022;32.425,82
Hombres;37 Recogida y tratamiento de aguas residuales;Percentil 90;2022;42.962,33
Hombres;38 Recogida, tratamiento y eliminación de residuos, valorización;Media;2022;29.346,55
Hombres;38 Recogida, tratamiento y eliminación de residuos, valorización;Percentil 10;2022;16.131,74
Hombres;38 Recogida, tratamiento y eliminación de residuos, valorización;Percentil 25;2022;20.807,06
Hombres;38 Recogida, tratamiento y eliminación de residuos, valorización;Percentil 50;2022;28.046,8
