Tipo de jornada;Secciones de la CNAE-09;Componentes del coste;Periodo;Total
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total;2009T2;713,77
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total;2009T1;693,35
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total;2008T4;786,89
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total;2008T3;843,99
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total;2008T2;779,81
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial total;2008T1;735,07
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2026T1;1.035,09
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2025T4;1.128,08
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2025T3;1.140,79
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2025T2;1.074,93
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2025T1;997,84
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2024T4;1.026,14
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2024T3;1.078,36
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2024T2;1.021,48
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2024T1;957,23
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2023T4;990,05
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2023T3;1.013,16
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2023T2;955,97
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2023T1;878,61
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2022T4;964,7
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2022T3;1.019,26
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2022T2;909,37
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2022T1;820,33
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2021T4;871,79
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2021T3;894,08
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2021T2;841,66
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2021T1;790,61
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2020T4;827,89
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2020T3;850,01
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2020T2;813,15
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2020T1;770,97
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2019T4;791,1
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2019T3;801,35
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2019T2;792,61
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2019T1;758,75
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2018T4;776,57
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2018T3;773,94
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2018T2;754,74
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2018T1;743,14
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2017T4;744,13
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2017T3;741,51
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2017T2;727,26
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2017T1;723,98
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2016T4;774
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2016T3;786,13
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2016T2;756,87
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2016T1;778,64
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2015T4;780,32
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2015T3;785,88
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2015T2;774,75
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2015T1;745,46
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2014T4;772,36
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2014T3;783,4
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2014T2;742,93
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2014T1;728,9
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2013T4;758,34
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2013T3;793,62
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2013T2;750,61
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2013T1;710,91
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2012T4;700,66
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2012T3;732,91
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2012T2;678,29
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2012T1;650,25
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2011T4;680,15
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2011T3;707,19
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2011T2;676,41
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2011T1;655,71
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2010T4;660,72
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2010T3;684,47
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2010T2;665,48
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2010T1;613,1
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2009T4;633,12
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2009T3;655,49
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2009T2;628,09
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2009T1;620,63
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2008T4;680,19
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2008T3;717,37
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2008T2;690,21
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial ordinario;2008T1;649,63
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2026T1;181,56
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2025T4;224,31
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2025T3;100,88
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2025T2;173,42
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2025T1;136,14
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2024T4;211,74
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2024T3;84,02
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2024T2;163,86
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2024T1;134,07
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2023T4;193,26
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2023T3;85,95
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2023T2;140,13
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2023T1;100,21
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2022T4;176,19
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2022T3;82,86
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2022T2;179,9
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2022T1;100,92
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2021T4;173,93
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2021T3;85,68
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2021T2;110,39
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2021T1;86,53
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2020T4;146,62
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2020T3;50,38
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2020T2;117,82
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2020T1;73,54
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2019T4;120,47
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2019T3;48,22
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2019T2;95,73
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2019T1;73,01
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2018T4;133,17
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2018T3;56,47
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2018T2;111,41
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2018T1;86,54
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2017T4;109,33
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2017T3;56,98
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2017T2;101,26
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2017T1;73,2
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2016T4;123,79
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2016T3;63,66
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2016T2;81,67
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2016T1;63,25
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2015T4;108,92
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2015T3;69,4
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2015T2;98,1
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2015T1;64,44
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2014T4;116,76
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2014T3;68,61
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2014T2;101,38
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2014T1;74,01
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2013T4;113,41
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2013T3;59,7
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2013T2;95,16
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2013T1;58,13
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2012T4;114,25
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2012T3;54,9
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2012T2;85,67
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2012T1;76,16
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2011T4;112,03
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2011T3;53,85
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2011T2;91,73
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2011T1;61,49
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2010T4;118,13
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2010T3;56,15
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2010T2;73,48
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2010T1;60,45
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2009T4;105,73
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2009T3;70,63
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2009T2;75,8
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2009T1;62,7
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2008T4;83,62
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2008T3;100,11
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2008T2;69,85
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos extraordinarios;2008T1;46,2
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2026T1;66,16
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2025T4;64,67
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2025T3;39,66
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2025T2;32,91
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2025T1;36,59
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2024T4;28,78
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2024T3;49,13
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2024T2;36,29
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2024T1;28,62
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2023T4;27,99
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2023T3;39,46
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2023T2;22,69
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2023T1;33,76
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2022T4;54,01
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2022T3;45,35
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2022T2;62,17
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2022T1;32,24
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2021T4;36,03
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2021T3;26,2
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2021T2;33,41
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2021T1;23,9
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2020T4;34
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2020T3;22,13
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2020T2;16,16
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2020T1;16,1
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2019T4;29,94
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2019T3;15,09
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2019T2;22,59
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2019T1;20,56
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2018T4;38,76
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2018T3;19,52
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2018T2;16,88
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2018T1;11,95
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2017T4;18,89
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2017T3;17,89
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2017T2;13,32
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2017T1;16,18
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2016T4;23,7
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2016T3;20,13
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2016T2;13,5
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2016T1;23,4
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2015T4;21,79
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2015T3;29,19
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2015T2;22,04
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2015T1;24,51
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2014T4;31,59
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2014T3;22,22
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2014T2;11,96
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2014T1;13,61
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2013T4;15,35
Jornada a tiempo parcial;E Suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación;Coste salarial pagos atrasados;2013T3;27,52
