tipo_jornada,codigo_cnae,descripcion_cnae,componente_coste,anio,trimestre,periodo,coste_salarial_mensual_eur
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2012,T4,2012-T4,40.96
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2012,T3,2012-T3,29.91
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2012,T2,2012-T2,56.28
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2012,T1,2012-T1,53.31
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2011,T4,2011-T4,41.38
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2011,T3,2011-T3,37.97
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2011,T2,2011-T2,73.97
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2011,T1,2011-T1,52.76
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2010,T4,2010-T4,44.76
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2010,T3,2010-T3,38.7
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2010,T2,2010-T2,87.97
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2010,T1,2010-T1,55.46
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2009,T4,2009-T4,59.86
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2009,T3,2009-T3,37.88
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2009,T2,2009-T2,81.97
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2009,T1,2009-T1,51.5
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2008,T4,2008-T4,42.94
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2008,T3,2008-T3,33.67
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2008,T2,2008-T2,64.56
Ambas jornadas,Q,Actividades sanitarias y de servicios sociales,Coste salarial pagos atrasados,2008,T1,2008-T1,60.27
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2026,T1,2026-T1,1591.11
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2025,T4,2025-T4,1653.7
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2025,T3,2025-T3,1647.01
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2025,T2,2025-T2,1647.01
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2025,T1,2025-T1,1544.13
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2024,T4,2024-T4,1799.31
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2024,T3,2024-T3,1695.16
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2024,T2,2024-T2,1723.52
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2024,T1,2024-T1,1534.63
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2023,T4,2023-T4,1690.26
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2023,T3,2023-T3,1607.06
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2023,T2,2023-T2,1622.6
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2023,T1,2023-T1,1432.95
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2022,T4,2022-T4,1594.79
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2022,T3,2022-T3,1489.79
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2022,T2,2022-T2,1546.62
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2022,T1,2022-T1,1378.8
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2021,T4,2021-T4,1567.59
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2021,T3,2021-T3,1488.79
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2021,T2,2021-T2,1436.47
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2021,T1,2021-T1,1214.03
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2020,T4,2020-T4,1373.97
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2020,T3,2020-T3,1432.82
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2020,T2,2020-T2,904.72
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2020,T1,2020-T1,1341.28
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2019,T4,2019-T4,1512.42
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2019,T3,2019-T3,1438.02
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2019,T2,2019-T2,1435.19
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2019,T1,2019-T1,1301.98
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2018,T4,2018-T4,1434.39
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2018,T3,2018-T3,1344.49
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2018,T2,2018-T2,1334.59
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2018,T1,2018-T1,1226.44
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2017,T4,2017-T4,1418.19
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2017,T3,2017-T3,1367.8
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2017,T2,2017-T2,1378.57
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2017,T1,2017-T1,1239.97
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2016,T4,2016-T4,1449.6
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2016,T3,2016-T3,1369.28
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2016,T2,2016-T2,1386.38
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2016,T1,2016-T1,1246.59
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2015,T4,2015-T4,1372.85
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2015,T3,2015-T3,1295.95
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2015,T2,2015-T2,1328.9
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2015,T1,2015-T1,1211.99
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2014,T4,2014-T4,1478.41
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2014,T3,2014-T3,1415.32
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2014,T2,2014-T2,1533.14
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2014,T1,2014-T1,1345.87
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2013,T4,2013-T4,1525.45
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2013,T3,2013-T3,1396.51
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2013,T2,2013-T2,1398.25
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2013,T1,2013-T1,1421.35
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2012,T4,2012-T4,1374.67
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2012,T3,2012-T3,1413.64
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2012,T2,2012-T2,1333.45
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2012,T1,2012-T1,1259.37
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2011,T4,2011-T4,1469.11
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2011,T3,2011-T3,1382.72
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2011,T2,2011-T2,1411.19
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2011,T1,2011-T1,1281.96
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2010,T4,2010-T4,1441.19
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2010,T3,2010-T3,1361.03
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2010,T2,2010-T2,1400.7
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2010,T1,2010-T1,1274.42
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2009,T4,2009-T4,1490.7
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2009,T3,2009-T3,1383.97
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2009,T2,2009-T2,1399.12
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2009,T1,2009-T1,1290.07
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2008,T4,2008-T4,1495.56
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2008,T3,2008-T3,1394.48
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2008,T2,2008-T2,1378.25
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial total,2008,T1,2008-T1,1284.96
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2026,T1,2026-T1,1485.12
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2025,T4,2025-T4,1433.18
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2025,T3,2025-T3,1534.5
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2025,T2,2025-T2,1455.06
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2025,T1,2025-T1,1440.85
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2024,T4,2024-T4,1517.36
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2024,T3,2024-T3,1604.8
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2024,T2,2024-T2,1485.56
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2024,T1,2024-T1,1443.53
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2023,T4,2023-T4,1434.77
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2023,T3,2023-T3,1501.29
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2023,T2,2023-T2,1405.34
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2023,T1,2023-T1,1344.47
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2022,T4,2022-T4,1347.54
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2022,T3,2022-T3,1396.01
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2022,T2,2022-T2,1339.89
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2022,T1,2022-T1,1295.29
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2021,T4,2021-T4,1332.69
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2021,T3,2021-T3,1356.81
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2021,T2,2021-T2,1248.38
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2021,T1,2021-T1,1137.93
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2020,T4,2020-T4,1151.98
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2020,T3,2020-T3,1252.64
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2020,T2,2020-T2,748.18
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2020,T1,2020-T1,1266.76
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2019,T4,2019-T4,1285.35
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2019,T3,2019-T3,1348.74
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2019,T2,2019-T2,1273.04
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2019,T1,2019-T1,1232.85
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2018,T4,2018-T4,1182.85
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2018,T3,2018-T3,1262.24
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2018,T2,2018-T2,1180.94
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2018,T1,2018-T1,1157.21
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2017,T4,2017-T4,1182.04
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2017,T3,2017-T3,1277.1
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2017,T2,2017-T2,1194.33
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2017,T1,2017-T1,1170.43
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2016,T4,2016-T4,1185.59
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2016,T3,2016-T3,1280.11
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2016,T2,2016-T2,1183.71
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2016,T1,2016-T1,1184.86
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2015,T4,2015-T4,1151.84
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2015,T3,2015-T3,1219.81
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2015,T2,2015-T2,1147.33
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2015,T1,2015-T1,1139.56
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2014,T4,2014-T4,1221.97
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2014,T3,2014-T3,1326.42
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2014,T2,2014-T2,1297.58
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2014,T1,2014-T1,1268.56
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2013,T4,2013-T4,1251.34
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2013,T3,2013-T3,1299.16
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2013,T2,2013-T2,1229.67
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2013,T1,2013-T1,1325.99
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2012,T4,2012-T4,1181.84
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2012,T3,2012-T3,1275.27
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2012,T2,2012-T2,1179.42
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2012,T1,2012-T1,1178.65
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2011,T4,2011-T4,1216.91
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2011,T3,2011-T3,1268.8
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2011,T2,2011-T2,1225.87
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2011,T1,2011-T1,1197.69
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2010,T4,2010-T4,1188.38
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2010,T3,2010-T3,1256.24
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2010,T2,2010-T2,1198.06
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2010,T1,2010-T1,1207.61
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2009,T4,2009-T4,1213.12
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2009,T3,2009-T3,1285.65
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2009,T2,2009-T2,1217.54
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2009,T1,2009-T1,1220.41
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2008,T4,2008-T4,1213.32
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2008,T3,2008-T3,1288.22
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2008,T2,2008-T2,1202.3
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial ordinario,2008,T1,2008-T1,1215.33
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2026,T1,2026-T1,83.13
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2025,T4,2025-T4,196.24
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2025,T3,2025-T3,95.6
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2025,T2,2025-T2,174.88
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2025,T1,2025-T1,90.46
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2024,T4,2024-T4,248.45
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2024,T3,2024-T3,72.05
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2024,T2,2024-T2,216.06
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2024,T1,2024-T1,67.55
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2023,T4,2023-T4,233.34
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2023,T3,2023-T3,81.75
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2023,T2,2023-T2,191.18
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2023,T1,2023-T1,71.31
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2022,T4,2022-T4,223.21
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2022,T3,2022-T3,77.59
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2022,T2,2022-T2,184.39
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2022,T1,2022-T1,72.54
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2021,T4,2021-T4,214.15
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2021,T3,2021-T3,62.41
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2021,T2,2021-T2,172.73
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2021,T1,2021-T1,66.16
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2020,T4,2020-T4,206.76
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2020,T3,2020-T3,116.28
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2020,T2,2020-T2,149.56
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2020,T1,2020-T1,56.01
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2019,T4,2019-T4,211.8
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2019,T3,2019-T3,68.93
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2019,T2,2019-T2,146.24
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2019,T1,2019-T1,53.75
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2018,T4,2018-T4,205.21
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2018,T3,2018-T3,68.31
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2018,T2,2018-T2,137.71
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2018,T1,2018-T1,53.65
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2017,T4,2017-T4,225.18
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2017,T3,2017-T3,74.64
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2017,T2,2017-T2,164.33
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2017,T1,2017-T1,62.68
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2016,T4,2016-T4,250.39
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2016,T3,2016-T3,65.41
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2016,T2,2016-T2,182.96
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2016,T1,2016-T1,51.65
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2015,T4,2015-T4,209.2
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2015,T3,2015-T3,60.47
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2015,T2,2015-T2,134.11
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2015,T1,2015-T1,62.6
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2014,T4,2014-T4,239.75
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2014,T3,2014-T3,74.52
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2014,T2,2014-T2,219.7
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2014,T1,2014-T1,67.9
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2013,T4,2013-T4,257.27
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2013,T3,2013-T3,79.74
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2013,T2,2013-T2,149.49
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2013,T1,2013-T1,80.44
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2012,T4,2012-T4,176.79
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2012,T3,2012-T3,120.3
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2012,T2,2012-T2,135.55
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2012,T1,2012-T1,67.58
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2011,T4,2011-T4,233.58
Ambas jornadas,R,"Actividades artísticas, recreativas y de entretenimiento",Coste salarial pagos extraordinarios,2011,T3,2011-T3,97.49
