tipo_jornada,codigo_cnae,descripcion_cnae,componente_coste,anio,trimestre,periodo,coste_hora_efectiva_eur
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2024,T3,2024-T3,19.2
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2024,T2,2024-T2,18.48
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2024,T1,2024-T1,17.65
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2023,T4,2023-T4,19.6
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2023,T3,2023-T3,18.27
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2023,T2,2023-T2,18.12
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2023,T1,2023-T1,16.48
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2022,T4,2022-T4,18.64
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2022,T3,2022-T3,17.43
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2022,T2,2022-T2,17.12
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2022,T1,2022-T1,15.82
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2021,T4,2021-T4,17.91
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2021,T3,2021-T3,16.87
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2021,T2,2021-T2,16.91
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2021,T1,2021-T1,15.69
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2020,T4,2020-T4,17.71
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2020,T3,2020-T3,16.89
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2020,T2,2020-T2,17.53
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2020,T1,2020-T1,15.27
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2019,T4,2019-T4,17.03
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2019,T3,2019-T3,16.29
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2019,T2,2019-T2,16.02
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2019,T1,2019-T1,14.62
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2018,T4,2018-T4,16.81
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2018,T3,2018-T3,15.98
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2018,T2,2018-T2,15.19
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2018,T1,2018-T1,14.68
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2017,T4,2017-T4,16.71
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2017,T3,2017-T3,15.59
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2017,T2,2017-T2,15.52
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2017,T1,2017-T1,14.14
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2016,T4,2016-T4,16.56
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2016,T3,2016-T3,15.72
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2016,T2,2016-T2,14.95
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2016,T1,2016-T1,14.79
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2015,T4,2015-T4,16.48
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2015,T3,2015-T3,15.67
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2015,T2,2015-T2,15.52
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2015,T1,2015-T1,14.29
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2014,T4,2014-T4,16.11
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2014,T3,2014-T3,15.67
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2014,T2,2014-T2,15.43
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2014,T1,2014-T1,13.96
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2013,T4,2013-T4,16.2
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2013,T3,2013-T3,15.58
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2013,T2,2013-T2,14.81
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2013,T1,2013-T1,14.17
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2012,T4,2012-T4,15.75
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2012,T3,2012-T3,15.5
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2012,T2,2012-T2,15.18
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2012,T1,2012-T1,13.93
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2011,T4,2011-T4,16.17
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2011,T3,2011-T3,15.4
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2011,T2,2011-T2,14.95
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2011,T1,2011-T1,13.66
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2010,T4,2010-T4,15.77
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2010,T3,2010-T3,14.65
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2010,T2,2010-T2,14.72
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2010,T1,2010-T1,13.58
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2009,T4,2009-T4,15.48
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2009,T3,2009-T3,14.73
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2009,T2,2009-T2,14.42
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2009,T1,2009-T1,13.13
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2008,T4,2008-T4,14.66
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2008,T3,2008-T3,14.1
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2008,T2,2008-T2,13.12
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial total por hora,2008,T1,2008-T1,12.79
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2026,T1,2026-T1,16.49
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2025,T4,2025-T4,16.95
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2025,T3,2025-T3,17.93
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2025,T2,2025-T2,16.26
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2025,T1,2025-T1,15.83
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2024,T4,2024-T4,16.44
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2024,T3,2024-T3,17.41
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2024,T2,2024-T2,15.41
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2024,T1,2024-T1,15.53
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2023,T4,2023-T4,15.93
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2023,T3,2023-T3,16.61
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2023,T2,2023-T2,15.15
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2023,T1,2023-T1,14.53
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2022,T4,2022-T4,15.06
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2022,T3,2022-T3,15.79
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2022,T2,2022-T2,14.24
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2022,T1,2022-T1,13.98
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2021,T4,2021-T4,14.62
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2021,T3,2021-T3,15.3
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2021,T2,2021-T2,14.11
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2021,T1,2021-T1,14.01
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2020,T4,2020-T4,14.43
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2020,T3,2020-T3,15.29
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2020,T2,2020-T2,14.47
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2020,T1,2020-T1,13.61
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2019,T4,2019-T4,13.87
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2019,T3,2019-T3,14.79
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2019,T2,2019-T2,13.43
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2019,T1,2019-T1,13.0
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2018,T4,2018-T4,13.65
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2018,T3,2018-T3,14.42
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2018,T2,2018-T2,12.71
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2018,T1,2018-T1,13.03
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2017,T4,2017-T4,13.47
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2017,T3,2017-T3,14.17
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2017,T2,2017-T2,12.92
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2017,T1,2017-T1,12.56
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2016,T4,2016-T4,13.38
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2016,T3,2016-T3,14.26
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2016,T2,2016-T2,12.44
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2016,T1,2016-T1,13.11
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2015,T4,2015-T4,13.24
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2015,T3,2015-T3,14.2
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2015,T2,2015-T2,12.96
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2015,T1,2015-T1,12.71
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2014,T4,2014-T4,13.08
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2014,T3,2014-T3,14.24
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2014,T2,2014-T2,12.96
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2014,T1,2014-T1,12.56
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2013,T4,2013-T4,13.13
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2013,T3,2013-T3,14.16
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2013,T2,2013-T2,12.46
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2013,T1,2013-T1,12.73
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2012,T4,2012-T4,13.16
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2012,T3,2012-T3,14.08
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2012,T2,2012-T2,12.73
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2012,T1,2012-T1,12.35
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2011,T4,2011-T4,13.01
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2011,T3,2011-T3,14.0
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2011,T2,2011-T2,12.49
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2011,T1,2011-T1,12.12
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2010,T4,2010-T4,12.67
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2010,T3,2010-T3,13.32
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2010,T2,2010-T2,12.27
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2010,T1,2010-T1,12.15
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2009,T4,2009-T4,12.47
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2009,T3,2009-T3,13.41
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2009,T2,2009-T2,12.19
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2009,T1,2009-T1,11.86
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2008,T4,2008-T4,11.88
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2008,T3,2008-T3,12.88
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2008,T2,2008-T2,11.17
Jornada a tiempo completo,B_S,"Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales)",Coste salarial ordinario por hora,2008,T1,2008-T1,11.41
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2026,T1,2026-T1,24.93
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2025,T4,2025-T4,26.35
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2025,T3,2025-T3,24.57
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2025,T2,2025-T2,24.49
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2025,T1,2025-T1,22.31
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2024,T4,2024-T4,25.58
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2024,T3,2024-T3,23.73
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2024,T2,2024-T2,22.81
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2024,T1,2024-T1,22.43
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2023,T4,2023-T4,24.96
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2023,T3,2023-T3,22.89
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2023,T2,2023-T2,21.92
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2023,T1,2023-T1,21.13
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2022,T4,2022-T4,24.39
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2022,T3,2022-T3,23.7
Jornada a tiempo completo,B,Industrias extractivas,Coste salarial total por hora,2022,T2,2022-T2,21.09
