tipo_jornada,codigo_cnae,descripcion_cnae,componente_coste,anio,trimestre,periodo,coste_hora_efectiva_eur
Jornada a tiempo completo,N,Actividades administrativas y servicios auxiliares,Coste salarial ordinario por hora,2009,T4,2009-T4,9.46
Jornada a tiempo completo,N,Actividades administrativas y servicios auxiliares,Coste salarial ordinario por hora,2009,T3,2009-T3,9.85
Jornada a tiempo completo,N,Actividades administrativas y servicios auxiliares,Coste salarial ordinario por hora,2009,T2,2009-T2,9.28
Jornada a tiempo completo,N,Actividades administrativas y servicios auxiliares,Coste salarial ordinario por hora,2009,T1,2009-T1,8.97
Jornada a tiempo completo,N,Actividades administrativas y servicios auxiliares,Coste salarial ordinario por hora,2008,T4,2008-T4,9.5
Jornada a tiempo completo,N,Actividades administrativas y servicios auxiliares,Coste salarial ordinario por hora,2008,T3,2008-T3,10.01
Jornada a tiempo completo,N,Actividades administrativas y servicios auxiliares,Coste salarial ordinario por hora,2008,T2,2008-T2,9.2
Jornada a tiempo completo,N,Actividades administrativas y servicios auxiliares,Coste salarial ordinario por hora,2008,T1,2008-T1,9.36
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2026,T1,2026-T1,20.51
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2025,T4,2025-T4,25.13
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2025,T3,2025-T3,21.53
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2025,T2,2025-T2,23.26
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2025,T1,2025-T1,19.09
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2024,T4,2024-T4,24.77
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2024,T3,2024-T3,21.7
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2024,T2,2024-T2,22.84
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2024,T1,2024-T1,19.44
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2023,T4,2023-T4,24.38
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2023,T3,2023-T3,20.63
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2023,T2,2023-T2,23.08
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2023,T1,2023-T1,18.17
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2022,T4,2022-T4,23.72
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2022,T3,2022-T3,19.63
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2022,T2,2022-T2,22.02
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2022,T1,2022-T1,17.3
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2021,T4,2021-T4,22.12
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2021,T3,2021-T3,19.3
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2021,T2,2021-T2,21.04
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2021,T1,2021-T1,16.85
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2020,T4,2020-T4,21.49
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2020,T3,2020-T3,19.74
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2020,T2,2020-T2,20.67
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2020,T1,2020-T1,16.39
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2019,T4,2019-T4,20.71
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2019,T3,2019-T3,18.29
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2019,T2,2019-T2,19.47
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2019,T1,2019-T1,15.57
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2018,T4,2018-T4,20.44
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2018,T3,2018-T3,18.05
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2018,T2,2018-T2,18.29
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2018,T1,2018-T1,15.41
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2017,T4,2017-T4,19.94
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2017,T3,2017-T3,17.48
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2017,T2,2017-T2,18.99
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2017,T1,2017-T1,15.03
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2016,T4,2016-T4,20.0
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2016,T3,2016-T3,17.28
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2016,T2,2016-T2,18.85
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2016,T1,2016-T1,16.19
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2015,T4,2015-T4,20.21
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2015,T3,2015-T3,16.86
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2015,T2,2015-T2,19.0
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2015,T1,2015-T1,15.26
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2014,T4,2014-T4,19.13
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2014,T3,2014-T3,16.82
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2014,T2,2014-T2,18.48
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2014,T1,2014-T1,14.83
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2013,T4,2013-T4,19.21
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2013,T3,2013-T3,16.79
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2013,T2,2013-T2,17.81
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2013,T1,2013-T1,15.16
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2012,T4,2012-T4,16.21
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2012,T3,2012-T3,17.38
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2012,T2,2012-T2,18.97
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2012,T1,2012-T1,14.94
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2011,T4,2011-T4,19.75
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2011,T3,2011-T3,17.49
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2011,T2,2011-T2,18.67
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2011,T1,2011-T1,14.73
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2010,T4,2010-T4,19.62
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2010,T3,2010-T3,16.63
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2010,T2,2010-T2,19.17
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2010,T1,2010-T1,15.22
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2009,T4,2009-T4,19.6
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2009,T3,2009-T3,16.75
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2009,T2,2009-T2,18.75
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2009,T1,2009-T1,14.98
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2008,T4,2008-T4,18.33
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2008,T3,2008-T3,16.68
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2008,T2,2008-T2,17.16
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial total por hora,2008,T1,2008-T1,15.0
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2026,T1,2026-T1,18.64
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2025,T4,2025-T4,19.16
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2025,T3,2025-T3,20.21
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2025,T2,2025-T2,18.31
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2025,T1,2025-T1,18.2
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2024,T4,2024-T4,19.11
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2024,T3,2024-T3,20.12
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2024,T2,2024-T2,17.74
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2024,T1,2024-T1,18.21
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2023,T4,2023-T4,18.7
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2023,T3,2023-T3,19.45
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2023,T2,2023-T2,17.79
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2023,T1,2023-T1,17.15
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2022,T4,2022-T4,17.85
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2022,T3,2022-T3,18.75
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2022,T2,2022-T2,16.87
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2022,T1,2022-T1,16.47
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2021,T4,2021-T4,17.09
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2021,T3,2021-T3,18.42
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2021,T2,2021-T2,16.34
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2021,T1,2021-T1,16.15
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2020,T4,2020-T4,16.6
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2020,T3,2020-T3,18.46
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2020,T2,2020-T2,16.28
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2020,T1,2020-T1,15.68
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2019,T4,2019-T4,15.99
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2019,T3,2019-T3,17.47
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2019,T2,2019-T2,15.22
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2019,T1,2019-T1,14.7
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2018,T4,2018-T4,15.68
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2018,T3,2018-T3,17.02
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2018,T2,2018-T2,14.25
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2018,T1,2018-T1,14.55
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2017,T4,2017-T4,15.31
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2017,T3,2017-T3,16.61
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2017,T2,2017-T2,14.66
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2017,T1,2017-T1,14.2
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2016,T4,2016-T4,15.42
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2016,T3,2016-T3,16.43
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2016,T2,2016-T2,14.13
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2016,T1,2016-T1,14.96
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2015,T4,2015-T4,15.27
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2015,T3,2015-T3,16.19
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2015,T2,2015-T2,14.83
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2015,T1,2015-T1,14.49
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2014,T4,2014-T4,15.02
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2014,T3,2014-T3,16.27
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2014,T2,2014-T2,14.78
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2014,T1,2014-T1,14.38
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2013,T4,2013-T4,15.15
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2013,T3,2013-T3,16.27
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2013,T2,2013-T2,14.1
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2013,T1,2013-T1,14.57
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2012,T4,2012-T4,15.38
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2012,T3,2012-T3,16.89
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2012,T2,2012-T2,14.98
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2012,T1,2012-T1,14.44
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2011,T4,2011-T4,15.4
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2011,T3,2011-T3,16.83
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2011,T2,2011-T2,14.71
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2011,T1,2011-T1,14.22
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2010,T4,2010-T4,15.33
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2010,T3,2010-T3,16.0
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2010,T2,2010-T2,14.87
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2010,T1,2010-T1,14.69
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2009,T4,2009-T4,15.1
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2009,T3,2009-T3,16.07
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2009,T2,2009-T2,14.78
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2009,T1,2009-T1,14.39
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2008,T4,2008-T4,14.5
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2008,T3,2008-T3,16.05
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2008,T2,2008-T2,13.79
Jornada a tiempo completo,O,"Administración Pública y defensa, Seguridad Social obligatoria",Coste salarial ordinario por hora,2008,T1,2008-T1,14.23
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2026,T1,2026-T1,20.62
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2025,T4,2025-T4,22.97
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2025,T3,2025-T3,22.65
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2025,T2,2025-T2,21.78
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2025,T1,2025-T1,18.6
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2024,T4,2024-T4,21.75
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2024,T3,2024-T3,22.72
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2024,T2,2024-T2,20.32
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2024,T1,2024-T1,18.25
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2023,T4,2023-T4,21.13
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2023,T3,2023-T3,21.65
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2023,T2,2023-T2,20.64
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2023,T1,2023-T1,17.45
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2022,T4,2022-T4,20.33
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2022,T3,2022-T3,21.01
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2022,T2,2022-T2,19.58
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2022,T1,2022-T1,17.11
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2021,T4,2021-T4,19.28
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2021,T3,2021-T3,20.06
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2021,T2,2021-T2,18.89
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2021,T1,2021-T1,16.37
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2020,T4,2020-T4,19.6
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2020,T3,2020-T3,20.97
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2020,T2,2020-T2,19.49
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2020,T1,2020-T1,16.38
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2019,T4,2019-T4,18.41
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2019,T3,2019-T3,20.7
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2019,T2,2019-T2,18.25
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2019,T1,2019-T1,15.66
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2018,T4,2018-T4,18.21
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2018,T3,2018-T3,19.99
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2018,T2,2018-T2,17.03
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2018,T1,2018-T1,15.5
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2017,T4,2017-T4,17.95
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2017,T3,2017-T3,20.34
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2017,T2,2017-T2,18.46
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2017,T1,2017-T1,15.09
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2016,T4,2016-T4,18.25
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2016,T3,2016-T3,21.34
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2016,T2,2016-T2,17.11
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2016,T1,2016-T1,16.37
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2015,T4,2015-T4,18.3
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2015,T3,2015-T3,20.43
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2015,T2,2015-T2,18.37
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2015,T1,2015-T1,15.59
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2014,T4,2014-T4,18.08
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2014,T3,2014-T3,20.23
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2014,T2,2014-T2,18.22
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2014,T1,2014-T1,14.95
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2013,T4,2013-T4,18.02
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2013,T3,2013-T3,20.8
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2013,T2,2013-T2,17.14
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2013,T1,2013-T1,15.2
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2012,T4,2012-T4,16.9
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2012,T3,2012-T3,20.4
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2012,T2,2012-T2,18.19
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2012,T1,2012-T1,15.04
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2011,T4,2011-T4,18.08
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2011,T3,2011-T3,20.91
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2011,T2,2011-T2,17.78
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2011,T1,2011-T1,14.91
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2010,T4,2010-T4,17.99
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2010,T3,2010-T3,20.24
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2010,T2,2010-T2,18.12
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2010,T1,2010-T1,15.47
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2009,T4,2009-T4,18.52
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2009,T3,2009-T3,22.2
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2009,T2,2009-T2,18.14
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2009,T1,2009-T1,14.95
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2008,T4,2008-T4,17.54
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2008,T3,2008-T3,19.65
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2008,T2,2008-T2,15.78
Jornada a tiempo completo,P,Educación,Coste salarial total por hora,2008,T1,2008-T1,14.86
Jornada a tiempo completo,P,Educación,Coste salarial ordinario por hora,2026,T1,2026-T1,18.87
Jornada a tiempo completo,P,Educación,Coste salarial ordinario por hora,2025,T4,2025-T4,18.74
Jornada a tiempo completo,P,Educación,Coste salarial ordinario por hora,2025,T3,2025-T3,21.2
Jornada a tiempo completo,P,Educación,Coste salarial ordinario por hora,2025,T2,2025-T2,18.11
Jornada a tiempo completo,P,Educación,Coste salarial ordinario por hora,2025,T1,2025-T1,17.71
Jornada a tiempo completo,P,Educación,Coste salarial ordinario por hora,2024,T4,2024-T4,18.33
