codigo_cnae,descripcion_cnae,sexo,anio,periodo,salario_medio_anual_bruto_eur
P,Educación,Ambos sexos,2016,2016,22289.73
P,Educación,Ambos sexos,2015,2015,21667.33
P,Educación,Ambos sexos,2014,2014,20925.83
P,Educación,Ambos sexos,2013,2013,21946.95
P,Educación,Ambos sexos,2012,2012,21596.16
P,Educación,Ambos sexos,2011,2011,21564.58
P,Educación,Ambos sexos,2010,2010,21751.87
P,Educación,Ambos sexos,2009,2009,21703.1
P,Educación,Ambos sexos,2008,2008,20883.28
P,Educación,Mujeres,2024,2024,31350.59
P,Educación,Mujeres,2023,2023,30342.13
P,Educación,Mujeres,2022,2022,28258.5
P,Educación,Mujeres,2021,2021,27453.63
P,Educación,Mujeres,2020,2020,26349.55
P,Educación,Mujeres,2019,2019,25220.98
P,Educación,Mujeres,2018,2018,23225.84
P,Educación,Mujeres,2017,2017,22784.01
P,Educación,Mujeres,2016,2016,21622.53
P,Educación,Mujeres,2015,2015,20981.61
P,Educación,Mujeres,2014,2014,20347.91
P,Educación,Mujeres,2013,2013,20974.85
P,Educación,Mujeres,2012,2012,20700.46
P,Educación,Mujeres,2011,2011,20797.76
P,Educación,Mujeres,2010,2010,20872.37
P,Educación,Mujeres,2009,2009,21459.46
P,Educación,Mujeres,2008,2008,20591.85
P,Educación,Hombres,2024,2024,33953.98
P,Educación,Hombres,2023,2023,32129.3
P,Educación,Hombres,2022,2022,31290.07
P,Educación,Hombres,2021,2021,29804.04
P,Educación,Hombres,2020,2020,28469.49
P,Educación,Hombres,2019,2019,27292.76
P,Educación,Hombres,2018,2018,24532.37
P,Educación,Hombres,2017,2017,25093.05
P,Educación,Hombres,2016,2016,23662.96
P,Educación,Hombres,2015,2015,23143.33
P,Educación,Hombres,2014,2014,22079.28
P,Educación,Hombres,2013,2013,23890.76
P,Educación,Hombres,2012,2012,23477.45
P,Educación,Hombres,2011,2011,23271.51
P,Educación,Hombres,2010,2010,23453.74
P,Educación,Hombres,2009,2009,22237.76
P,Educación,Hombres,2008,2008,21489.54
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2024,2024,32224.93
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2023,2023,31211.67
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2022,2022,30381.25
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2021,2021,28891.41
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2020,2020,28313.74
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2019,2019,27557.2
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2018,2018,26851.1
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2017,2017,26076.47
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2016,2016,25955.32
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2015,2015,25823.88
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2014,2014,24826.42
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2013,2013,24804.42
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2012,2012,25103.59
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2011,2011,26058.28
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2010,2010,26331.24
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2009,2009,25622.97
Q,Actividades sanitarias y de servicios sociales,Ambos sexos,2008,2008,24837.68
Q,Actividades sanitarias y de servicios sociales,Mujeres,2024,2024,30197.1
Q,Actividades sanitarias y de servicios sociales,Mujeres,2023,2023,29198.31
Q,Actividades sanitarias y de servicios sociales,Mujeres,2022,2022,28312.57
Q,Actividades sanitarias y de servicios sociales,Mujeres,2021,2021,26403.18
Q,Actividades sanitarias y de servicios sociales,Mujeres,2020,2020,25957.39
Q,Actividades sanitarias y de servicios sociales,Mujeres,2019,2019,25432.12
Q,Actividades sanitarias y de servicios sociales,Mujeres,2018,2018,24599.63
Q,Actividades sanitarias y de servicios sociales,Mujeres,2017,2017,23839.44
Q,Actividades sanitarias y de servicios sociales,Mujeres,2016,2016,23655.12
Q,Actividades sanitarias y de servicios sociales,Mujeres,2015,2015,23889.48
Q,Actividades sanitarias y de servicios sociales,Mujeres,2014,2014,22864.48
Q,Actividades sanitarias y de servicios sociales,Mujeres,2013,2013,22691.89
Q,Actividades sanitarias y de servicios sociales,Mujeres,2012,2012,22843.58
Q,Actividades sanitarias y de servicios sociales,Mujeres,2011,2011,23893.28
Q,Actividades sanitarias y de servicios sociales,Mujeres,2010,2010,24173.67
Q,Actividades sanitarias y de servicios sociales,Mujeres,2009,2009,23850.5
Q,Actividades sanitarias y de servicios sociales,Mujeres,2008,2008,23088.89
Q,Actividades sanitarias y de servicios sociales,Hombres,2024,2024,39246.0
Q,Actividades sanitarias y de servicios sociales,Hombres,2023,2023,38317.12
Q,Actividades sanitarias y de servicios sociales,Hombres,2022,2022,37097.58
Q,Actividades sanitarias y de servicios sociales,Hombres,2021,2021,37270.15
Q,Actividades sanitarias y de servicios sociales,Hombres,2020,2020,36248.27
Q,Actividades sanitarias y de servicios sociales,Hombres,2019,2019,34771.18
Q,Actividades sanitarias y de servicios sociales,Hombres,2018,2018,34173.79
Q,Actividades sanitarias y de servicios sociales,Hombres,2017,2017,33735.05
Q,Actividades sanitarias y de servicios sociales,Hombres,2016,2016,33723.1
Q,Actividades sanitarias y de servicios sociales,Hombres,2015,2015,32830.89
Q,Actividades sanitarias y de servicios sociales,Hombres,2014,2014,30865.19
Q,Actividades sanitarias y de servicios sociales,Hombres,2013,2013,32175.94
Q,Actividades sanitarias y de servicios sociales,Hombres,2012,2012,32786.85
Q,Actividades sanitarias y de servicios sociales,Hombres,2011,2011,33198.3
Q,Actividades sanitarias y de servicios sociales,Hombres,2010,2010,33556.49
Q,Actividades sanitarias y de servicios sociales,Hombres,2009,2009,31757.12
Q,Actividades sanitarias y de servicios sociales,Hombres,2008,2008,30503.04
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2024,2024,20383.16
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2023,2023,20634.29
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2022,2022,19360.67
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2021,2021,18380.69
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2020,2020,18638.95
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2019,2019,18088.1
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2018,2018,18517.55
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2017,2017,17703.25
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2016,2016,17525.18
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2015,2015,17375.02
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2014,2014,16912.45
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2013,2013,18101.83
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2012,2012,17222.25
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2011,2011,18106.28
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2010,2010,18044.67
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2009,2009,16857.96
R,"Actividades artísticas, recreativas y de entretenimiento",Ambos sexos,2008,2008,16763.31
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2024,2024,18551.36
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2023,2023,18846.49
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2022,2022,17268.37
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2021,2021,16753.59
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2020,2020,16822.41
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2019,2019,16253.15
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2018,2018,16365.6
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2017,2017,15526.43
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2016,2016,15209.43
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2015,2015,14741.49
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2014,2014,13824.19
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2013,2013,15960.79
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2012,2012,14784.54
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2011,2011,15840.54
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2010,2010,15131.16
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2009,2009,15058.31
R,"Actividades artísticas, recreativas y de entretenimiento",Mujeres,2008,2008,14538.66
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2024,2024,21884.96
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2023,2023,21941.85
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2022,2022,20892.08
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2021,2021,19600.5
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2020,2020,19934.49
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2019,2019,19402.36
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2018,2018,20139.56
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2017,2017,19406.65
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2016,2016,19367.34
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2015,2015,19571.39
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2014,2014,19512.34
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2013,2013,19938.5
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2012,2012,19139.23
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2011,2011,19872.84
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2010,2010,20345.08
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2009,2009,18371.52
R,"Actividades artísticas, recreativas y de entretenimiento",Hombres,2008,2008,18667.22
S,Otros servicios,Ambos sexos,2024,2024,20951.43
S,Otros servicios,Ambos sexos,2023,2023,19751.59
S,Otros servicios,Ambos sexos,2022,2022,18269.96
S,Otros servicios,Ambos sexos,2021,2021,18220.77
S,Otros servicios,Ambos sexos,2020,2020,17468.15
S,Otros servicios,Ambos sexos,2019,2019,17066.82
S,Otros servicios,Ambos sexos,2018,2018,16374.23
S,Otros servicios,Ambos sexos,2017,2017,16202.92
S,Otros servicios,Ambos sexos,2016,2016,15782.15
S,Otros servicios,Ambos sexos,2015,2015,16033.97
S,Otros servicios,Ambos sexos,2014,2014,16225.41
S,Otros servicios,Ambos sexos,2013,2013,16734.95
S,Otros servicios,Ambos sexos,2012,2012,16918.36
S,Otros servicios,Ambos sexos,2011,2011,17035.17
S,Otros servicios,Ambos sexos,2010,2010,16544.57
S,Otros servicios,Ambos sexos,2009,2009,15868.73
S,Otros servicios,Ambos sexos,2008,2008,15412.44
S,Otros servicios,Mujeres,2024,2024,18913.05
S,Otros servicios,Mujeres,2023,2023,17807.08
S,Otros servicios,Mujeres,2022,2022,16590.01
S,Otros servicios,Mujeres,2021,2021,16367.77
S,Otros servicios,Mujeres,2020,2020,15319.56
S,Otros servicios,Mujeres,2019,2019,14952.83
S,Otros servicios,Mujeres,2018,2018,14266.89
S,Otros servicios,Mujeres,2017,2017,14000.99
S,Otros servicios,Mujeres,2016,2016,13687.57
S,Otros servicios,Mujeres,2015,2015,13772.86
S,Otros servicios,Mujeres,2014,2014,13960.86
S,Otros servicios,Mujeres,2013,2013,14190.29
S,Otros servicios,Mujeres,2012,2012,14254.29
S,Otros servicios,Mujeres,2011,2011,14315.37
S,Otros servicios,Mujeres,2010,2010,14040.56
S,Otros servicios,Mujeres,2009,2009,13721.92
S,Otros servicios,Mujeres,2008,2008,13066.14
S,Otros servicios,Hombres,2024,2024,24903.68
S,Otros servicios,Hombres,2023,2023,23507.51
S,Otros servicios,Hombres,2022,2022,22151.54
S,Otros servicios,Hombres,2021,2021,21823.47
S,Otros servicios,Hombres,2020,2020,21780.54
S,Otros servicios,Hombres,2019,2019,21425.62
S,Otros servicios,Hombres,2018,2018,20798.04
S,Otros servicios,Hombres,2017,2017,20752.34
S,Otros servicios,Hombres,2016,2016,20195.94
S,Otros servicios,Hombres,2015,2015,20781.89
S,Otros servicios,Hombres,2014,2014,21003.6
S,Otros servicios,Hombres,2013,2013,21893.63
S,Otros servicios,Hombres,2012,2012,22308.37
S,Otros servicios,Hombres,2011,2011,22304.83
S,Otros servicios,Hombres,2010,2010,21759.21
S,Otros servicios,Hombres,2009,2009,20085.94
S,Otros servicios,Hombres,2008,2008,19826.09
